design,freq_hz,n,t_s,delta_med,delta_q25,delta_q75,env_med,env_q25,env_q75
design B (half outer ring),50.0,8,7.96,0.2379,0.1078,0.28,1.1706,0.9029,1.2607
design B (half outer ring),50.0,8,7.98,0.2021,0.1179,0.2464,1.0805,0.8997,1.2639
design B (half outer ring),50.0,8,8.0,0.1519,0.1265,0.178,1.1119,0.8885,1.2739
design B (half outer ring),50.0,8,8.02,0.1484,0.0985,0.1642,1.231,0.8885,1.2515
design B (half outer ring),50.0,8,8.04,0.1686,0.154,0.1875,1.1859,0.8856,1.2519
design B (half outer ring),50.0,8,8.06,0.1897,0.1503,0.234,1.1823,0.8739,1.2763
design B (half outer ring),50.0,8,8.08,0.1858,0.1613,0.2296,1.2447,0.8864,1.2563
design B (half outer ring),50.0,8,8.1,0.2448,0.167,0.2758,1.2371,0.9339,1.2716
design B (half outer ring),50.0,8,8.12,0.2123,0.1936,0.261,1.2359,0.9415,1.3181
design B (half outer ring),50.0,8,8.14,0.2255,0.1995,0.2764,1.2157,0.9521,1.3333
design B (half outer ring),50.0,8,8.16,0.2055,0.1819,0.2475,1.25,0.9459,1.4117
design B (half outer ring),50.0,8,8.18,0.1967,0.1822,0.2282,1.2356,0.9354,1.3971
design B (half outer ring),50.0,8,8.2,0.1542,0.1125,0.2729,1.1919,0.947,1.3669
design B (half outer ring),50.0,8,8.22,0.1231,0.1164,0.2992,1.1783,0.9519,1.3866
design B (half outer ring),50.0,8,8.24,0.1791,0.0979,0.2955,1.1658,0.9543,1.3981
design B (half outer ring),50.0,8,8.26,0.247,0.1087,0.3401,1.234,0.9147,1.4093
design B (half outer ring),50.0,8,8.28,0.291,0.129,0.3587,1.2483,0.9434,1.3989
design B (half outer ring),50.0,8,8.3,0.1827,0.0955,0.3837,1.2015,0.9531,1.3367
design B (half outer ring),50.0,8,8.32,0.0942,0.0822,0.3654,1.188,0.9801,1.4131
design B (half outer ring),50.0,8,8.34,0.1038,0.0706,0.3411,1.197,0.979,1.3615
design B (half outer ring),50.0,8,8.36,0.134,0.0972,0.2934,1.1869,0.9169,1.3476
design B (half outer ring),50.0,8,8.38,0.1804,0.102,0.2757,1.2137,0.9169,1.3578
design B (half outer ring),50.0,8,8.4,0.2108,0.1233,0.3006,1.2336,0.8909,1.3103
design B (half outer ring),50.0,8,8.42,0.2168,0.0663,0.2805,1.1464,0.8894,1.2461
design B (half outer ring),50.0,8,8.44,0.1695,0.0724,0.2497,1.1241,0.8998,1.2619
design B (half outer ring),50.0,8,8.46,0.143,0.0998,0.2245,1.0349,0.9237,1.2803
design B (half outer ring),50.0,8,8.48,0.0771,0.06,0.1828,1.0326,0.934,1.2859
design B (half outer ring),50.0,8,8.5,0.0953,0.0478,0.1444,1.072,0.9434,1.2803
design B (half outer ring),50.0,8,8.52,0.0941,0.0846,0.1283,1.074,0.9465,1.2566
design B (half outer ring),50.0,8,8.54,0.1175,0.0916,0.151,1.0314,0.9505,1.24
design B (half outer ring),50.0,8,8.56,0.1275,0.1064,0.2298,1.0914,0.942,1.2038
design B (half outer ring),50.0,8,8.58,0.1844,0.1255,0.2907,1.0204,0.9278,1.1264
design B (half outer ring),50.0,8,8.6,0.2322,0.139,0.2982,0.9908,0.8766,1.1197
design B (half outer ring),50.0,8,8.62,0.1766,0.1564,0.2889,0.9946,0.8681,1.1532
design B (half outer ring),50.0,8,8.64,0.1965,0.1551,0.2611,1.0033,0.8869,1.1473
design B (half outer ring),50.0,8,8.66,0.1889,0.1234,0.2461,0.9771,0.9107,1.1747
design B (half outer ring),50.0,8,8.68,0.1791,0.0928,0.2035,0.9601,0.9206,1.2016
design B (half outer ring),50.0,8,8.7,0.1479,0.143,0.1624,0.9523,0.9312,1.1992
design B (half outer ring),50.0,8,8.72,0.1278,0.102,0.1579,0.9375,0.9231,1.1985
design B (half outer ring),50.0,8,8.74,0.1075,0.0859,0.1742,0.9719,0.9325,1.1782
design B (half outer ring),50.0,8,8.76,0.0861,0.0803,0.1691,0.9694,0.9447,1.155
design B (half outer ring),50.0,8,8.78,0.1084,0.0797,0.1923,0.9794,0.9426,1.1228
design B (half outer ring),50.0,8,8.8,0.0814,0.0489,0.1889,1.0261,0.9804,1.1533
design B (half outer ring),50.0,8,8.82,0.1127,0.0594,0.1869,1.0875,1.0073,1.1979
design B (half outer ring),50.0,8,8.84,0.1139,0.089,0.218,1.1189,1.0328,1.2324
design B (half outer ring),50.0,8,8.86,0.1808,0.0988,0.2538,1.1398,1.0656,1.2411
design B (half outer ring),50.0,8,8.88,0.1552,0.1271,0.2564,1.14,1.0486,1.2819
design B (half outer ring),50.0,8,8.9,0.1309,0.1059,0.2723,1.2026,1.0833,1.242
design B (half outer ring),50.0,8,8.92,0.1555,0.1105,0.3308,1.2098,1.0848,1.2615
design B (half outer ring),50.0,8,8.94,0.1743,0.0859,0.348,1.2082,1.0758,1.2249
design B (half outer ring),50.0,8,8.96,0.1316,0.0881,0.3214,1.1771,1.0605,1.2318
design B (half outer ring),50.0,8,8.98,0.1303,0.0891,0.2956,1.1785,1.0667,1.2472
design B (half outer ring),50.0,8,9.0,0.1795,0.1415,0.2952,1.2206,1.0533,1.2686
design B (half outer ring),50.0,8,9.02,0.2219,0.1442,0.3279,1.2444,1.0126,1.2731
design B (half outer ring),50.0,8,9.04,0.2391,0.1768,0.3278,1.2419,1.0162,1.2733
design B (half outer ring),50.0,8,9.06,0.2438,0.184,0.3549,1.2318,1.0495,1.2879
design B (half outer ring),50.0,8,9.08,0.2967,0.1726,0.3325,1.221,1.05,1.2547
design B (half outer ring),50.0,8,9.1,0.2145,0.1901,0.3622,1.2098,1.0357,1.2613
design B (half outer ring),50.0,8,9.12,0.2357,0.1944,0.3868,1.1647,0.9789,1.2839
design B (half outer ring),50.0,8,9.14,0.2675,0.194,0.3641,1.1656,0.9865,1.2898
design B (half outer ring),50.0,8,9.16,0.2631,0.1813,0.3395,1.1698,1.013,1.2373
design B (half outer ring),50.0,8,9.18,0.19,0.1406,0.3243,1.1724,1.0233,1.245
design B (half outer ring),50.0,8,9.2,0.1683,0.1478,0.2892,1.1678,0.9982,1.2943
design B (half outer ring),50.0,8,9.22,0.247,0.1478,0.2915,1.1631,0.9837,1.2818
design B (half outer ring),50.0,8,9.24,0.2737,0.1438,0.2942,1.2431,0.9943,1.3205
design B (half outer ring),50.0,8,9.26,0.2486,0.1806,0.2828,1.2735,0.9858,1.2932
design B (half outer ring),50.0,8,9.28,0.1927,0.1745,0.2594,1.2799,0.9737,1.3212
design B (half outer ring),50.0,8,9.3,0.1825,0.1511,0.1842,1.2989,0.9713,1.3368
design B (half outer ring),50.0,8,9.32,0.1487,0.1348,0.1836,1.2383,0.9502,1.3696
design B (half outer ring),50.0,8,9.34,0.1439,0.0946,0.1821,1.2245,0.9383,1.3323
design B (half outer ring),50.0,8,9.36,0.1542,0.1098,0.1744,1.1598,0.9042,1.2993
design B (half outer ring),50.0,8,9.38,0.1513,0.1249,0.1788,1.1811,0.9012,1.3235
design B (half outer ring),50.0,8,9.4,0.1618,0.1322,0.2044,1.1851,0.9341,1.2999
design B (half outer ring),50.0,8,9.42,0.1652,0.1507,0.1799,1.2347,0.9352,1.2972
design B (half outer ring),50.0,8,9.44,0.1572,0.1227,0.2277,1.2167,0.9273,1.3306
design B (half outer ring),50.0,8,9.46,0.1508,0.1148,0.1999,1.1764,0.9226,1.3473
design B (half outer ring),50.0,8,9.48,0.1383,0.1085,0.1935,1.1163,0.9218,1.3581
design B (half outer ring),50.0,8,9.5,0.1616,0.1128,0.2123,1.1257,0.9405,1.2972
design B (half outer ring),50.0,8,9.52,0.174,0.111,0.2496,1.1007,0.9234,1.276
design B (half outer ring),50.0,8,9.54,0.2188,0.1447,0.272,0.9996,0.923,1.2598
design B (half outer ring),50.0,8,9.56,0.2092,0.1166,0.2513,1.0515,0.9941,1.2467
design B (half outer ring),50.0,8,9.58,0.1714,0.1274,0.2057,1.0591,1.0568,1.2881
design B (half outer ring),50.0,8,9.6,0.1305,0.1261,0.1594,1.0975,1.0512,1.285
design B (half outer ring),50.0,8,9.62,0.12,0.0916,0.1732,1.1944,1.0351,1.2659
design B (half outer ring),50.0,8,9.64,0.0971,0.0593,0.2264,1.1874,1.0231,1.28
design B (half outer ring),50.0,8,9.66,0.0768,0.0733,0.2147,1.0927,1.0499,1.2736
design B (half outer ring),50.0,8,9.68,0.155,0.0964,0.22,1.0973,1.0543,1.224
design B (half outer ring),50.0,8,9.7,0.193,0.13,0.2178,1.1456,1.0377,1.2061
design B (half outer ring),50.0,8,9.72,0.1701,0.1396,0.2047,1.144,1.0285,1.2094
design B (half outer ring),50.0,8,9.74,0.1639,0.1443,0.2141,1.2115,1.0153,1.2451
design B (half outer ring),50.0,8,9.76,0.1458,0.1332,0.2296,1.2129,1.0064,1.267
design B (half outer ring),50.0,8,9.78,0.1604,0.1502,0.2028,1.189,0.9941,1.2874
design B (half outer ring),50.0,8,9.8,0.183,0.1117,0.2099,1.1724,1.0192,1.2957
design B (half outer ring),50.0,8,9.82,0.167,0.1394,0.1818,1.1,0.9964,1.2629
design B (half outer ring),50.0,8,9.84,0.1764,0.1715,0.2143,1.1331,1.0424,1.2284
design B (half outer ring),50.0,8,9.86,0.1732,0.1283,0.2273,1.0794,0.951,1.2467
design B (half outer ring),50.0,8,9.88,0.1631,0.1431,0.2404,1.0892,0.9611,1.1833
design B (half outer ring),50.0,8,9.9,0.164,0.1177,0.251,1.0699,0.9301,1.1782
design B (half outer ring),50.0,8,9.92,0.1764,0.1563,0.2854,1.0745,0.9188,1.1818
design B (half outer ring),50.0,8,9.94,0.1411,0.1254,0.3129,1.0766,0.9048,1.1841
design B (half outer ring),50.0,8,9.96,0.1852,0.1498,0.2835,1.0807,0.9121,1.203
design B (half outer ring),50.0,8,9.98,0.2423,0.1664,0.2667,1.0805,0.9448,1.2386
design B (half outer ring),50.0,8,10.0,0.2195,0.1578,0.27,1.116,0.9343,1.1802
design B (half outer ring),50.0,8,10.02,0.2077,0.1906,0.2436,1.1173,0.9595,1.2094
design B (half outer ring),50.0,8,10.04,0.169,0.1536,0.2355,1.1193,0.9636,1.2063
design B (half outer ring),50.0,8,10.06,0.1522,0.1269,0.2518,1.136,0.9385,1.2085
design B (half outer ring),50.0,8,10.08,0.2181,0.1477,0.2459,1.1906,0.9395,1.2517
design B (half outer ring),50.0,8,10.1,0.1849,0.1194,0.2406,1.2275,0.9475,1.2655
design B (half outer ring),50.0,8,10.12,0.2029,0.1572,0.2308,1.2396,0.964,1.3008
design B (half outer ring),50.0,8,10.14,0.2151,0.1588,0.2464,1.2497,1.016,1.3425
design B (half outer ring),50.0,8,10.16,0.1922,0.1485,0.2504,1.2691,1.0177,1.3582
design B (half outer ring),50.0,8,10.18,0.1963,0.1633,0.2545,1.2613,1.0267,1.2982
design B (half outer ring),50.0,8,10.2,0.1919,0.1386,0.2659,1.2941,1.0312,1.321
design B (half outer ring),50.0,8,10.22,0.1765,0.1365,0.2213,1.2362,1.0512,1.3221
design B (half outer ring),50.0,8,10.24,0.1349,0.1202,0.2025,1.2403,1.0472,1.3194
design B (half outer ring),50.0,8,10.26,0.1194,0.065,0.1913,1.2384,1.088,1.2949
design B (half outer ring),50.0,8,10.28,0.1209,0.0589,0.1307,1.2122,1.0998,1.2903
design B (half outer ring),50.0,8,10.3,0.0922,0.0714,0.1513,1.202,1.103,1.3292
design B (half outer ring),50.0,8,10.32,0.1198,0.0791,0.1543,1.2105,1.1525,1.3254
design B (half outer ring),50.0,8,10.34,0.0934,0.0835,0.141,1.1992,1.1019,1.3045
design B (half outer ring),50.0,8,10.36,0.0981,0.0846,0.1562,1.1853,1.0941,1.2388
design B (half outer ring),50.0,8,10.38,0.109,0.0565,0.1476,1.1809,1.0479,1.2321
design B (half outer ring),50.0,8,10.4,0.1096,0.0555,0.1366,1.1376,1.0374,1.1822
design B (half outer ring),50.0,8,10.42,0.1061,0.0699,0.1528,1.1222,1.0456,1.1787
design B (half outer ring),50.0,8,10.44,0.1012,0.0524,0.1799,1.1097,1.0271,1.2304
design B (half outer ring),50.0,8,10.46,0.2143,0.0989,0.295,1.0837,0.9945,1.2372
design B (half outer ring),50.0,8,10.48,0.214,0.13,0.2833,1.0917,1.0293,1.2683
design B (half outer ring),50.0,8,10.5,0.2238,0.1768,0.2634,1.0814,1.003,1.3005
design B (half outer ring),50.0,8,10.52,0.2131,0.199,0.2671,1.0735,0.993,1.283
design B (half outer ring),50.0,8,10.54,0.2209,0.1821,0.3033,1.082,0.9391,1.3029
design B (half outer ring),50.0,8,10.56,0.1862,0.1603,0.2778,1.0266,0.9034,1.2926
design B (half outer ring),50.0,8,10.58,0.196,0.158,0.2561,1.0694,0.8864,1.2939
design B (half outer ring),50.0,8,10.6,0.1879,0.1322,0.2232,1.0947,0.8947,1.3132
design B (half outer ring),50.0,8,10.62,0.2014,0.1383,0.289,1.0821,0.8765,1.3647
design B (half outer ring),50.0,8,10.64,0.1964,0.1726,0.2945,1.0797,0.8669,1.374
design B (half outer ring),50.0,8,10.66,0.2488,0.1182,0.3351,1.0716,0.8931,1.3639
design B (half outer ring),50.0,8,10.68,0.2358,0.1184,0.3683,1.0474,0.9208,1.3742
design B (half outer ring),50.0,8,10.7,0.1778,0.0881,0.2518,1.01,0.8956,1.2085
design B (half outer ring),50.0,8,10.72,0.1465,0.0764,0.2217,1.0106,0.9002,1.2317
design B (half outer ring),50.0,8,10.74,0.1314,0.1009,0.2267,0.9593,0.9003,1.182
design B (half outer ring),50.0,8,10.76,0.059,0.0529,0.1794,0.9683,0.8934,1.163
design B (half outer ring),50.0,8,10.78,0.0846,0.0632,0.2312,1.0238,0.8818,1.1729
design B (half outer ring),50.0,8,10.8,0.0972,0.0826,0.2398,1.068,0.8899,1.1731
design B (half outer ring),50.0,8,10.82,0.1303,0.1186,0.2072,1.083,0.9214,1.1352
design B (half outer ring),50.0,8,10.84,0.1676,0.1256,0.2485,1.1321,0.9487,1.1535
design B (half outer ring),50.0,8,10.86,0.1901,0.1453,0.2188,1.142,0.9602,1.1564
design B (half outer ring),50.0,8,10.88,0.1855,0.1532,0.2321,1.1214,0.9692,1.1831
design B (half outer ring),50.0,8,10.9,0.1382,0.119,0.222,1.182,0.9785,1.2541
design B (half outer ring),50.0,8,10.92,0.161,0.1436,0.2144,1.2665,1.0011,1.2997
design B (half outer ring),50.0,8,10.94,0.1839,0.1569,0.2478,1.3088,1.0278,1.3681
design B (half outer ring),50.0,8,10.96,0.2211,0.1241,0.2423,1.3361,1.0349,1.3561
design B (half outer ring),50.0,8,10.98,0.2014,0.1205,0.2477,1.3341,1.0301,1.3383
design B (half outer ring),50.0,8,11.0,0.1872,0.1335,0.2215,1.3416,1.0169,1.3686
design B (half outer ring),50.0,8,11.02,0.1933,0.093,0.2269,1.3438,1.0192,1.3647
design B (half outer ring),50.0,8,11.04,0.1558,0.071,0.2143,1.3361,1.03,1.4015
design B (half outer ring),50.0,8,11.06,0.1236,0.0742,0.2479,1.2839,1.0201,1.3856
design B (half outer ring),50.0,8,11.08,0.1434,0.0849,0.2587,1.3208,1.0369,1.3743
design B (half outer ring),50.0,8,11.1,0.23,0.0856,0.3467,1.3441,1.0705,1.3675
design B (half outer ring),50.0,8,11.12,0.2685,0.1147,0.3955,1.3164,1.062,1.3442
design B (half outer ring),50.0,8,11.14,0.2547,0.1348,0.3738,1.3337,1.0496,1.378
design B (half outer ring),50.0,8,11.16,0.3018,0.1487,0.3504,1.3047,0.9717,1.3429
design B (half outer ring),50.0,8,11.18,0.3114,0.1298,0.329,1.2844,0.9928,1.3223
design B (half outer ring),50.0,8,11.2,0.2678,0.1286,0.3573,1.1684,0.9072,1.3228
design B (half outer ring),50.0,8,11.22,0.2234,0.1016,0.3035,1.0913,0.8933,1.2113
design B (half outer ring),50.0,8,11.24,0.1779,0.1229,0.285,1.0839,0.9108,1.2416
design B (half outer ring),50.0,8,11.26,0.1825,0.1398,0.28,1.08,0.9135,1.2683
design B (half outer ring),50.0,8,11.28,0.1661,0.1409,0.2759,1.0465,0.9009,1.2635
design B (half outer ring),50.0,8,11.3,0.1761,0.1287,0.2985,1.0669,0.8909,1.2103
design B (half outer ring),50.0,8,11.32,0.1811,0.1093,0.3114,1.0666,0.8975,1.185
design B (half outer ring),50.0,8,11.34,0.1941,0.0757,0.2625,1.0449,0.8819,1.1327
design B (half outer ring),50.0,8,11.36,0.1455,0.1177,0.1841,0.9746,0.8707,1.1152
design B (half outer ring),50.0,8,11.38,0.1489,0.0962,0.1822,0.9647,0.859,1.1047
design B (half outer ring),50.0,8,11.4,0.157,0.0974,0.2318,0.9592,0.855,1.1243
design B (half outer ring),50.0,8,11.42,0.2063,0.1496,0.2742,0.9766,0.8689,1.1388
design B (half outer ring),50.0,8,11.44,0.2264,0.124,0.278,0.9834,0.8632,1.1369
design B (half outer ring),50.0,8,11.46,0.2221,0.132,0.2712,1.0015,0.8134,1.2341
design B (half outer ring),50.0,8,11.48,0.2478,0.1846,0.294,1.0238,0.8183,1.2279
design B (half outer ring),50.0,8,11.5,0.2342,0.1667,0.2819,1.0423,0.8215,1.193
design B (half outer ring),50.0,8,11.52,0.2497,0.2091,0.3218,1.0617,0.8293,1.1947
design B (half outer ring),50.0,8,11.54,0.2923,0.2335,0.3228,1.0624,0.8342,1.2224
design B (half outer ring),50.0,8,11.56,0.2972,0.1905,0.3249,1.0666,0.9499,1.2052
design B (half outer ring),50.0,8,11.58,0.2807,0.1733,0.3336,1.1271,1.0255,1.2398
design B (half outer ring),50.0,8,11.6,0.2031,0.1894,0.2724,1.1794,1.0474,1.2169
design B (half outer ring),50.0,8,11.62,0.2457,0.1736,0.3151,1.1783,1.0386,1.2406
design B (half outer ring),50.0,8,11.64,0.2361,0.1316,0.3495,1.2162,1.0268,1.2659
design B (half outer ring),50.0,8,11.66,0.1722,0.1127,0.2985,1.222,1.0104,1.3083
design B (half outer ring),50.0,8,11.68,0.2734,0.1028,0.4095,1.2306,1.0009,1.3281
design B (half outer ring),50.0,8,11.7,0.2615,0.1393,0.3659,1.2575,0.9764,1.363
design B (half outer ring),50.0,8,11.72,0.2572,0.1569,0.3358,1.2048,0.9717,1.3574
design B (half outer ring),50.0,8,11.74,0.2441,0.1771,0.2522,1.0588,0.913,1.2603
design B (half outer ring),50.0,8,11.76,0.2579,0.2225,0.2839,1.0517,0.8995,1.2281
design B (half outer ring),50.0,8,11.78,0.2761,0.1794,0.3619,1.0422,0.8575,1.1962
design B (half outer ring),50.0,8,11.8,0.2939,0.1977,0.34,1.0005,0.8251,1.2422
design B (half outer ring),50.0,8,11.82,0.1995,0.1912,0.3248,0.9432,0.8216,1.268
design B (half outer ring),50.0,8,11.84,0.1424,0.1338,0.3656,0.9319,0.8231,1.2488
design B (half outer ring),50.0,8,11.86,0.1402,0.1072,0.3748,0.9169,0.8323,1.2629
design B (half outer ring),50.0,8,11.88,0.1817,0.0468,0.33,0.8834,0.8399,1.2449
design B (half outer ring),50.0,8,11.9,0.1871,0.0976,0.296,0.8955,0.8478,1.2481
design B (half outer ring),50.0,8,11.92,0.146,0.1438,0.2951,0.8542,0.8495,1.2057
design B (half outer ring),50.0,8,11.94,0.193,0.1262,0.2484,0.8627,0.8597,1.1819
design B (half outer ring),50.0,8,11.96,0.19,0.1491,0.2041,0.9125,0.8128,1.0697
design B (half outer ring),50.0,8,11.98,0.1875,0.1469,0.1954,0.9225,0.8015,1.1027
design B (half outer ring),50.0,8,12.0,0.188,0.1135,0.1897,0.9179,0.8248,1.1138
design B (half outer ring),50.0,8,12.02,0.1419,0.1395,0.2015,0.9916,0.8573,1.1022
design B (half outer ring),50.0,8,12.04,0.1457,0.1408,0.1944,1.0092,0.8696,1.1017
design B (half outer ring),50.0,8,12.06,0.1765,0.1427,0.1865,1.0123,0.8724,1.0273
design B (half outer ring),50.0,8,12.08,0.1475,0.146,0.1842,0.9831,0.9752,1.0688
design B (half outer ring),50.0,8,12.1,0.1947,0.1839,0.1956,1.0399,0.9777,1.0645
design B (half outer ring),50.0,8,12.12,0.2484,0.2301,0.2486,1.0885,1.0776,1.1277
design B (half outer ring),50.0,8,12.14,0.2782,0.2578,0.3035,1.102,1.0907,1.1405
design B (half outer ring),50.0,8,12.16,0.2742,0.2378,0.3006,1.1057,1.08,1.1194
design B (half outer ring),50.0,8,12.18,0.2968,0.2451,0.3362,1.1083,1.0254,1.151
design B (half outer ring),50.0,8,12.2,0.2812,0.2393,0.33,1.1093,1.0115,1.1312
design B (half outer ring),50.0,8,12.22,0.2655,0.2072,0.2987,1.1175,0.9676,1.1475
design B (half outer ring),50.0,8,12.24,0.2585,0.1974,0.2834,1.1267,0.9826,1.1477
design B (half outer ring),50.0,8,12.26,0.2257,0.1584,0.2737,1.1478,0.9818,1.1507
design B (half outer ring),50.0,8,12.28,0.1821,0.1179,0.4134,1.1522,0.958,1.2418
design B (half outer ring),50.0,8,12.3,0.1736,0.1355,0.4376,1.1866,1.0532,1.2569
design B (half outer ring),50.0,8,12.32,0.1466,0.0748,0.508,1.188,1.0567,1.2368
design B (half outer ring),50.0,8,12.34,0.2138,0.1128,0.5369,1.2076,1.0448,1.2498
design B (half outer ring),50.0,8,12.36,0.1941,0.1679,0.5324,1.1973,1.0925,1.2655
design B (half outer ring),50.0,8,12.38,0.2058,0.1898,0.3963,1.1207,1.0737,1.2278
design B (half outer ring),50.0,8,12.4,0.333,0.2645,0.3952,1.1359,1.0568,1.2668
design B (half outer ring),50.0,8,12.42,0.3899,0.2778,0.4672,1.1884,1.0533,1.308
design B (half outer ring),50.0,8,12.44,0.415,0.2678,0.4527,1.3009,1.0669,1.3167
design B (half outer ring),50.0,8,12.46,0.3878,0.2518,0.4347,1.3011,1.0702,1.3891
design B (half outer ring),50.0,8,12.48,0.3989,0.2409,0.4106,1.3109,1.0768,1.3616
design B (half outer ring),50.0,8,12.5,0.4095,0.3043,0.4284,1.3219,1.077,1.3544
design B (half outer ring),50.0,8,12.52,0.4169,0.2387,0.4684,1.3198,1.0734,1.3305
design B (half outer ring),50.0,8,12.54,0.348,0.2599,0.4372,1.2417,1.0819,1.2905
design B (half outer ring),50.0,8,12.56,0.3708,0.2475,0.4328,1.264,1.0054,1.2972
design B (half outer ring),50.0,8,12.58,0.3911,0.2438,0.413,1.2845,0.9079,1.3008
design B (half outer ring),50.0,8,12.6,0.3097,0.2428,0.3584,1.086,0.8955,1.2828
design B (half outer ring),50.0,8,12.62,0.2548,0.2053,0.3225,1.0927,0.8676,1.3209
design B (half outer ring),50.0,8,12.64,0.2463,0.1516,0.3596,1.0852,0.8827,1.2903
design B (half outer ring),50.0,8,12.66,0.2329,0.1106,0.3696,1.1186,0.8888,1.337
design B (half outer ring),50.0,8,12.68,0.2343,0.0902,0.3915,1.0771,0.8729,1.2697
design B (half outer ring),50.0,8,12.7,0.2794,0.1371,0.4248,1.0694,0.8809,1.2573
design B (half outer ring),50.0,8,12.72,0.331,0.169,0.4597,1.0595,0.8798,1.2289
design B (half outer ring),50.0,8,12.74,0.328,0.2006,0.4209,1.0431,0.8807,1.1996
design B (half outer ring),50.0,8,12.76,0.3223,0.229,0.3979,1.0205,0.8637,1.1936
design B (half outer ring),50.0,8,12.78,0.3162,0.2452,0.3787,1.023,0.8629,1.1894
design B (half outer ring),50.0,8,12.8,0.3414,0.2742,0.405,1.0366,0.8745,1.2016
design B (half outer ring),50.0,8,12.82,0.3037,0.2593,0.3612,1.0599,0.9076,1.2068
design B (half outer ring),50.0,8,12.84,0.2755,0.2126,0.3525,1.0514,0.9249,1.1713
design B (half outer ring),50.0,8,12.86,0.268,0.2107,0.3478,1.0555,0.9443,1.1625
design B (half outer ring),50.0,8,12.88,0.2199,0.2048,0.3085,1.036,0.9247,1.1581
design B (half outer ring),50.0,8,12.9,0.2119,0.1905,0.3056,1.0093,0.8808,1.1372
design B (half outer ring),50.0,8,12.92,0.2066,0.1557,0.3161,1.0162,0.8819,1.1545
design B (half outer ring),50.0,8,12.94,0.2298,0.164,0.3484,0.9903,0.8729,1.111
design B (half outer ring),50.0,8,12.96,0.2398,0.1988,0.3558,0.9805,0.8748,1.0928
design B (half outer ring),50.0,8,12.98,0.2117,0.1494,0.3525,0.9641,0.8897,1.0467
design B (half outer ring),50.0,8,13.0,0.1967,0.1282,0.3426,0.9535,0.8857,1.0314
design B (half outer ring),50.0,8,13.02,0.2037,0.1291,0.3368,0.9504,0.8799,1.0373
design B (half outer ring),50.0,8,13.04,0.2163,0.1353,0.3269,0.9565,0.8722,1.0589
design B (half outer ring),50.0,8,13.06,0.2359,0.1424,0.3311,0.9701,0.8757,1.0762
design B (half outer ring),50.0,8,13.08,0.2276,0.1187,0.3338,0.9642,0.8457,1.0796
design B (half outer ring),50.0,8,13.1,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.12,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.14,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.16,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.18,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.2,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.22,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.24,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.26,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.28,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.3,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.32,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.34,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.36,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.38,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.4,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.42,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.44,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.46,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.48,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.5,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.52,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.54,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.56,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.58,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.6,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.62,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.64,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.66,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.68,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.7,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.72,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.74,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.76,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.78,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.8,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.82,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.84,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.86,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.88,nan,nan,nan,nan,nan,nan
design B (half outer ring),50.0,8,13.9,nan,nan,nan,nan,nan,nan
