design,freq_hz,n,t_s,delta_med,delta_q25,delta_q75,env_med,env_q25,env_q75
design 1,40.0,14,0.6,0.7178,0.5165,1.1882,6.8275,5.7513,7.5806
design 1,40.0,14,0.62,0.688,0.4683,1.0858,6.7765,5.8675,7.4827
design 1,40.0,14,0.64,0.6575,0.3441,1.0309,6.7103,5.9561,7.4146
design 1,40.0,14,0.66,0.6913,0.458,1.0824,6.7406,6.0655,7.3724
design 1,40.0,14,0.68,0.9225,0.5335,1.1088,6.6672,6.0629,7.3777
design 1,40.0,14,0.7,1.0178,0.6343,1.1622,6.5943,6.0252,7.3924
design 1,40.0,14,0.72,1.1496,0.6865,1.194,6.6823,6.0549,7.3679
design 1,40.0,14,0.74,1.2022,0.8117,1.3517,6.6672,6.072,7.4111
design 1,40.0,14,0.76,1.3009,0.9913,1.4713,6.6071,6.0389,7.369
design 1,40.0,14,0.78,1.456,1.1401,1.6241,6.558,5.9867,7.3757
design 1,40.0,14,0.8,1.5753,1.2608,1.7768,6.4831,5.8499,7.371
design 1,40.0,14,0.82,1.5181,1.3164,1.8818,6.3553,5.6401,7.2508
design 1,40.0,14,0.84,1.413,1.3216,1.9725,6.2201,5.5026,7.0599
design 1,40.0,14,0.86,1.3485,1.0871,1.8915,6.2028,5.3607,6.9782
design 1,40.0,14,0.88,1.1103,0.7509,1.6805,6.2216,5.2616,6.9236
design 1,40.0,14,0.9,0.9433,0.6112,1.3406,6.2017,5.2032,6.9246
design 1,40.0,14,0.92,0.7715,0.5825,1.1316,6.1553,5.1279,6.8613
design 1,40.0,14,0.94,0.6499,0.3919,1.0029,6.1336,5.0878,6.8149
design 1,40.0,14,0.96,0.5252,0.3574,1.0396,6.1092,5.1005,6.7309
design 1,40.0,14,0.98,0.6311,0.5072,0.7415,6.049,5.177,6.6558
design 1,40.0,14,1.0,0.7035,0.4551,1.0404,6.0065,5.1592,6.5957
design 1,40.0,14,1.02,0.791,0.4971,1.0649,6.1087,5.1704,6.5719
design 1,40.0,14,1.04,0.8741,0.5816,1.0564,6.0779,5.2034,6.5536
design 1,40.0,14,1.06,0.9749,0.6243,1.1491,6.0507,5.2475,6.4393
design 1,40.0,14,1.08,0.8942,0.577,1.266,6.1007,5.363,6.4077
design 1,40.0,14,1.1,0.7849,0.4556,1.2385,6.0733,5.361,6.4452
design 1,40.0,14,1.12,0.9192,0.3122,1.3319,6.0394,5.2936,6.4398
design 1,40.0,14,1.14,0.9782,0.3702,1.2208,5.9445,5.2606,6.3676
design 1,40.0,14,1.16,0.8494,0.4203,1.1079,5.8623,5.2071,6.3533
design 1,40.0,14,1.18,0.7528,0.5687,1.008,5.864,5.1567,6.3351
design 1,40.0,14,1.2,0.7521,0.5395,1.0146,5.8916,5.1816,6.4074
design 1,40.0,14,1.22,0.749,0.639,1.1953,5.8715,5.1675,6.4004
design 1,40.0,14,1.24,0.7763,0.621,1.2684,5.8066,5.1233,6.4016
design 1,40.0,14,1.26,0.7724,0.5159,1.446,5.7362,4.9777,6.3663
design 1,40.0,14,1.28,0.7605,0.3658,1.4168,5.7813,4.9366,6.3634
design 1,40.0,14,1.3,0.6735,0.4098,1.3579,5.8205,4.8656,6.2794
design 1,40.0,14,1.32,0.6497,0.4962,1.2471,5.7344,4.8005,6.202
design 1,40.0,14,1.34,0.7061,0.5465,1.1662,5.7598,4.8157,6.2323
design 1,40.0,14,1.36,0.7794,0.6012,0.9982,5.7341,4.8448,6.2558
design 1,40.0,14,1.38,0.9349,0.5522,1.0438,5.694,4.8668,6.1806
design 1,40.0,14,1.4,0.7482,0.5223,0.9942,5.7076,4.9867,6.218
design 1,40.0,14,1.42,0.5153,0.3982,0.9394,5.7458,5.1248,6.2938
design 1,40.0,14,1.44,0.3877,0.3636,0.9123,5.7817,5.1683,6.2247
design 1,40.0,14,1.46,0.4705,0.3487,0.9483,5.7634,5.1667,6.1105
design 1,40.0,14,1.48,0.4615,0.4096,0.9116,5.7246,5.1384,6.2009
design 1,40.0,14,1.5,0.5502,0.3902,0.955,5.6753,5.1307,6.2131
design 1,40.0,14,1.52,0.6921,0.4214,1.1062,5.6602,5.1044,6.1874
design 1,40.0,14,1.54,0.7534,0.4165,1.1872,5.5898,5.1099,6.1272
design 1,40.0,14,1.56,0.7725,0.508,1.1702,5.5923,5.1135,6.0452
design 1,40.0,14,1.58,0.669,0.5408,0.9973,5.6168,5.0144,5.9837
design 1,40.0,14,1.6,0.7131,0.4681,1.0858,5.4461,4.8951,5.9853
design 1,40.0,14,1.62,0.6958,0.4361,1.0395,5.3016,4.7923,5.941
design 1,40.0,14,1.64,0.6403,0.4217,1.042,5.2715,4.7067,5.9157
design 1,40.0,14,1.66,0.6363,0.4263,1.0706,5.2194,4.6351,5.8578
design 1,40.0,14,1.68,0.6419,0.4684,1.0707,5.1437,4.5579,5.8065
design 1,40.0,14,1.7,0.5954,0.532,0.9385,5.1127,4.5259,5.7062
design 1,40.0,14,1.72,0.7213,0.5757,0.8231,5.1295,4.4873,5.7184
design 1,40.0,14,1.74,0.6937,0.6167,0.8586,5.1182,4.5314,5.7529
design 1,40.0,14,1.76,0.7247,0.5617,0.9879,5.0552,4.5792,5.712
design 1,40.0,14,1.78,0.7947,0.5209,1.0027,4.9959,4.5559,5.6718
design 1,40.0,14,1.8,0.8168,0.4529,0.9526,4.9728,4.5706,5.6552
design 1,40.0,14,1.82,0.6823,0.3376,1.0306,4.9567,4.5426,5.5993
design 1,40.0,14,1.84,0.6318,0.3566,1.0724,4.9252,4.5196,5.4963
design 1,40.0,14,1.86,0.6053,0.351,0.9896,4.9186,4.5301,5.5161
design 1,40.0,14,1.88,0.5659,0.396,0.8766,4.9242,4.4806,5.5279
design 1,40.0,14,1.9,0.5529,0.4148,0.806,4.8229,4.4431,5.486
design 1,40.0,14,1.92,0.5656,0.4702,0.7451,4.7448,4.4327,5.4404
design 1,40.0,14,1.94,0.5458,0.4503,0.8212,4.7247,4.3822,5.3462
design 1,40.0,14,1.96,0.6329,0.4648,0.8107,4.6497,4.397,5.2219
design 1,40.0,14,1.98,0.6916,0.4958,0.8844,4.6182,4.4005,5.1249
design 1,40.0,14,2.0,0.7494,0.5145,0.8753,4.6771,4.4032,5.0999
design 1,40.0,14,2.02,0.7219,0.391,0.8881,4.7226,4.3794,5.1243
design 1,40.0,14,2.04,0.636,0.333,0.7768,4.8132,4.34,5.0832
design 1,40.0,14,2.06,0.627,0.4509,0.7167,4.8238,4.3197,5.0132
design 1,40.0,14,2.08,0.5871,0.5037,0.8174,4.8483,4.2104,4.9742
design 1,40.0,14,2.1,0.6284,0.4324,0.982,4.9009,4.1748,4.9896
design 1,40.0,14,2.12,0.6473,0.3236,1.072,4.8631,4.2281,4.9811
design 1,40.0,14,2.14,0.6313,0.24,1.0941,4.8076,4.2154,4.9405
design 1,40.0,14,2.16,0.6808,0.3258,0.9777,4.7512,4.2077,4.9192
design 1,40.0,14,2.18,0.6628,0.4526,0.8432,4.7835,4.1524,4.9298
design 1,40.0,14,2.2,0.6204,0.3821,0.779,4.7531,4.1932,4.9248
design 1,40.0,14,2.22,0.5925,0.4222,0.7432,4.6933,4.215,4.8801
design 1,40.0,14,2.24,0.5865,0.403,0.6375,4.6186,4.2412,4.8313
design 1,40.0,14,2.26,0.629,0.3139,0.7051,4.586,4.2518,4.6907
design 1,40.0,14,2.28,0.6235,0.2805,0.7613,4.5399,4.181,4.6223
design 1,40.0,14,2.3,0.5732,0.2807,0.7651,4.4981,4.2155,4.5779
design 1,40.0,14,2.32,0.5554,0.2896,0.6915,4.427,4.2722,4.581
design 1,40.0,14,2.34,0.4958,0.3157,0.6584,4.3687,4.236,4.5624
design 1,40.0,14,2.36,0.4933,0.3352,0.6896,4.3243,4.1954,4.6199
design 1,40.0,14,2.38,0.4731,0.357,0.7175,4.3147,4.1681,4.6393
design 1,40.0,14,2.4,0.5467,0.3643,0.6958,4.3216,4.2358,4.6557
design 1,40.0,14,2.42,0.6702,0.3855,0.7324,4.3034,4.2172,4.6752
design 1,40.0,14,2.44,0.6656,0.4552,0.8218,4.2231,4.1616,4.6336
design 1,40.0,14,2.46,0.7072,0.4418,0.8875,4.2028,4.1735,4.6461
design 1,40.0,14,2.48,0.6912,0.4302,0.8449,4.2888,4.1745,4.6889
design 1,40.0,14,2.5,0.6322,0.4323,0.8207,4.3033,4.1977,4.7057
design 1,40.0,14,2.52,0.5672,0.4143,0.8118,4.3573,4.1792,4.7277
design 1,40.0,14,2.54,0.5707,0.3527,0.8093,4.3513,4.1832,4.7216
design 1,40.0,14,2.56,0.585,0.4204,0.7876,4.3426,4.1576,4.6921
design 1,40.0,14,2.58,0.5266,0.3623,0.7709,4.3311,4.1689,4.7751
design 1,40.0,14,2.6,0.4953,0.4314,0.5869,4.354,4.1502,4.6634
design 1,40.0,14,2.62,0.396,0.3086,0.6021,4.375,4.1078,4.5735
design 1,40.0,14,2.64,0.3824,0.2837,0.5856,4.4403,4.0824,4.6034
design 1,40.0,14,2.66,0.3307,0.3001,0.6069,4.4683,4.0455,4.5912
design 1,40.0,14,2.68,0.4222,0.3224,0.583,4.4621,4.0948,4.6487
design 1,40.0,14,2.7,0.4933,0.2946,0.6503,4.5242,4.1228,4.7041
design 1,40.0,14,2.72,0.553,0.3142,0.6337,4.4847,4.0998,4.7117
design 1,40.0,14,2.74,0.5394,0.376,0.6883,4.4296,4.0929,4.6959
design 1,40.0,14,2.76,0.5819,0.4137,0.7454,4.3919,4.0563,4.6947
design 1,40.0,14,2.78,0.6273,0.3842,0.7671,4.3765,4.0384,4.7429
design 1,40.0,14,2.8,0.7015,0.4672,0.7799,4.4178,4.0758,4.817
design 1,40.0,14,2.82,0.6779,0.4457,0.7718,4.3467,4.0484,4.8443
design 1,40.0,14,2.84,0.6239,0.3803,0.734,4.2695,4.0273,4.8427
design 1,40.0,14,2.86,0.5766,0.4284,0.6515,4.2166,4.0718,4.8309
design 1,40.0,14,2.88,0.4375,0.3715,0.5689,4.1479,4.0455,4.7628
design 1,40.0,14,2.9,0.3752,0.3057,0.5358,4.1641,3.9922,4.7808
design 1,40.0,14,2.92,0.3966,0.3227,0.5062,4.1868,3.9086,4.7657
design 1,40.0,14,2.94,0.3742,0.2838,0.632,4.2249,3.8866,4.7672
design 1,40.0,14,2.96,0.4473,0.2234,0.6512,4.1484,3.8432,4.7318
design 1,40.0,14,2.98,0.5133,0.3101,0.7183,4.153,3.8977,4.7445
design 1,40.0,14,3.0,0.5754,0.5145,0.7582,4.183,3.8911,4.7739
design 1,40.0,14,3.02,0.6693,0.5328,0.7652,4.1503,3.9043,4.8076
design 1,40.0,14,3.04,0.655,0.5216,0.7787,4.1237,3.9292,4.827
design 1,40.0,14,3.06,0.6248,0.5657,0.7846,4.075,3.8916,4.8209
design 1,40.0,14,3.08,0.6239,0.5314,0.874,4.0415,3.7957,4.8373
design 1,40.0,14,3.1,0.6215,0.4911,0.8465,4.0374,3.8277,4.8768
design 1,40.0,14,3.12,0.6077,0.4069,0.7803,4.0559,3.7922,4.8373
design 1,40.0,14,3.14,0.5273,0.3777,0.7991,4.0131,3.7463,4.8387
design 1,40.0,14,3.16,0.4717,0.3117,0.63,4.0013,3.7838,4.8304
design 1,40.0,14,3.18,0.3963,0.3054,0.5329,3.9788,3.7531,4.7205
design 1,40.0,14,3.2,0.3663,0.27,0.4888,3.9387,3.7286,4.7188
design 1,40.0,14,3.22,0.4005,0.2104,0.439,3.9123,3.7369,4.6493
design 1,40.0,14,3.24,0.2906,0.2135,0.4282,3.9183,3.7016,4.6144
design 1,40.0,14,3.26,0.2351,0.1439,0.4711,3.9589,3.7251,4.5968
design 1,40.0,14,3.28,0.3045,0.2517,0.4325,4.0725,3.7324,4.533
design 1,40.0,14,3.3,0.3616,0.2882,0.4701,4.1136,3.7742,4.5378
design 1,40.0,14,3.32,0.355,0.3124,0.54,4.1729,3.7993,4.5437
design 1,40.0,14,3.34,0.4224,0.313,0.5521,4.1817,3.8039,4.5738
design 1,40.0,14,3.36,0.5101,0.4342,0.5649,4.1681,3.7844,4.5826
design 1,40.0,14,3.38,0.531,0.363,0.6862,4.145,3.8199,4.6192
design 1,40.0,14,3.4,0.4979,0.2309,0.7795,4.0906,3.8291,4.6016
design 1,40.0,14,3.42,0.5278,0.2266,0.8677,4.0499,3.8195,4.5632
design 1,40.0,14,3.44,0.5418,0.2107,0.8579,4.0732,3.7761,4.536
design 1,40.0,14,3.46,0.5117,0.173,0.776,4.1095,3.8061,4.5145
design 1,40.0,14,3.48,0.487,0.2474,0.663,4.1174,3.7948,4.4819
design 1,40.0,14,3.5,0.3828,0.3346,0.5099,4.1813,3.7506,4.4822
design 1,40.0,14,3.52,0.3473,0.3052,0.4071,4.1443,3.7164,4.4078
design 1,40.0,14,3.54,0.3153,0.2609,0.374,4.0713,3.7243,4.4212
design 1,40.0,14,3.56,0.2421,0.2068,0.3588,4.0963,3.6879,4.3717
design 1,40.0,14,3.58,0.253,0.1682,0.3205,4.131,3.6927,4.3373
design 1,40.0,14,3.6,0.2938,0.1813,0.3603,4.189,3.6763,4.3194
design 1,40.0,14,3.62,0.3194,0.1713,0.3493,4.2236,3.682,4.3281
design 1,40.0,14,3.64,0.2765,0.2117,0.312,4.2342,3.6854,4.3536
design 1,40.0,14,3.66,0.2832,0.2496,0.3872,4.1957,3.6996,4.2552
design 1,40.0,14,3.68,0.3411,0.2129,0.4842,4.1333,3.7099,4.2355
design 1,40.0,14,3.7,0.4256,0.2765,0.5873,4.0629,3.7167,4.2289
design 1,40.0,14,3.72,0.5011,0.2593,0.5787,4.0025,3.7675,4.2672
design 1,40.0,14,3.74,0.4629,0.308,0.6478,4.0175,3.7447,4.288
design 1,40.0,14,3.76,0.4924,0.2514,0.6578,3.9745,3.6732,4.2955
design 1,40.0,14,3.78,0.5,0.2889,0.6458,3.9445,3.6221,4.226
design 1,40.0,14,3.8,0.4653,0.3707,0.6341,3.9858,3.5989,4.1804
design 1,40.0,14,3.82,0.4652,0.2666,0.5514,4.0208,3.5399,4.1096
design 1,40.0,14,3.84,0.3965,0.2776,0.5128,3.9707,3.516,4.072
design 1,40.0,14,3.86,0.3164,0.2797,0.4793,3.9536,3.4944,4.055
design 1,40.0,14,3.88,0.3072,0.2268,0.4836,3.8934,3.4342,3.9756
design 1,40.0,14,3.9,0.3177,0.2364,0.4314,3.8685,3.4535,4.0027
design 1,40.0,14,3.92,0.2716,0.2133,0.3809,3.8405,3.5026,4.0346
design 1,40.0,14,3.94,0.2786,0.2022,0.3271,3.8349,3.5243,4.0221
design 1,40.0,14,3.96,0.2457,0.178,0.2953,3.8406,3.5114,4.1075
design 1,40.0,14,3.98,0.2082,0.1732,0.2765,3.8363,3.5065,4.1881
design 1,40.0,14,4.0,0.2495,0.1386,0.3089,3.7659,3.5182,4.2346
design 1,40.0,14,4.02,0.298,0.1433,0.4208,3.7461,3.5381,4.2517
design 1,40.0,14,4.04,0.3259,0.1766,0.4685,3.7401,3.5311,4.2809
design 1,40.0,14,4.06,0.3749,0.2017,0.5179,3.7864,3.5013,4.279
design 1,40.0,14,4.08,0.3562,0.2112,0.5203,3.8815,3.455,4.2863
design 1,40.0,14,4.1,0.3766,0.263,0.4749,3.9361,3.467,4.3049
design 1,40.0,14,4.12,0.4108,0.2933,0.4696,3.9786,3.441,4.2747
design 1,40.0,14,4.14,0.3728,0.2507,0.5409,3.9621,3.4445,4.3064
design 1,40.0,14,4.16,0.3665,0.2565,0.4474,3.9635,3.4237,4.3065
design 1,40.0,14,4.18,0.2865,0.2283,0.4324,3.9315,3.4212,4.3454
design 1,40.0,14,4.2,0.2748,0.1738,0.3921,3.8965,3.4253,4.3612
design 1,40.0,14,4.22,0.3004,0.1272,0.3775,3.8909,3.4408,4.3291
design 1,40.0,14,4.24,0.2485,0.181,0.4019,3.9338,3.4656,4.3105
design 1,40.0,14,4.26,0.2792,0.1809,0.3805,3.915,3.4412,4.2959
design 1,40.0,14,4.28,0.3512,0.2516,0.4438,3.9158,3.4388,4.3401
design 1,40.0,14,4.3,0.3831,0.2324,0.5053,3.9519,3.4608,4.3639
design 1,40.0,14,4.32,0.3901,0.2181,0.5403,3.9833,3.4903,4.3221
design 1,40.0,14,4.34,0.4332,0.3226,0.5954,3.9951,3.4622,4.2547
design 1,40.0,14,4.36,0.485,0.4028,0.6128,3.9339,3.4567,4.2545
design 1,40.0,14,4.38,0.4784,0.3359,0.6119,3.8087,3.4501,4.2435
design 1,40.0,14,4.4,0.4559,0.4134,0.5968,3.8912,3.4268,4.2094
design 1,40.0,14,4.42,0.4848,0.3538,0.6011,3.9076,3.3949,4.1737
design 1,40.0,14,4.44,0.4685,0.3803,0.5852,4.0042,3.372,4.1498
design 1,40.0,14,4.46,0.4362,0.3323,0.539,3.9959,3.3244,4.1269
design 1,40.0,14,4.48,0.3823,0.297,0.4708,3.9614,3.2529,4.1332
design 1,40.0,14,4.5,0.3264,0.2531,0.4574,3.9364,3.2446,4.0967
design 1,40.0,14,4.52,0.2498,0.1614,0.3746,3.8496,3.2788,4.0933
design 1,40.0,14,4.54,0.2599,0.1688,0.3462,3.919,3.2624,4.1076
design 1,40.0,14,4.56,0.276,0.1768,0.3554,3.9416,3.269,4.0722
design 1,40.0,14,4.58,0.3111,0.2283,0.3431,3.9442,3.2411,4.0818
design 1,40.0,14,4.6,0.3144,0.1997,0.4376,3.9551,3.3206,4.1321
design 1,40.0,14,4.62,0.2619,0.1657,0.4226,4.0057,3.3428,4.1699
design 1,40.0,14,4.64,0.2371,0.1582,0.4356,4.022,3.3583,4.2685
design 1,40.0,14,4.66,0.3135,0.1825,0.4324,4.0097,3.3641,4.2924
design 1,40.0,14,4.68,0.3723,0.2271,0.5144,4.0243,3.3657,4.3108
design 1,40.0,14,4.7,nan,nan,nan,nan,nan,nan
design 1,40.0,14,4.72,nan,nan,nan,nan,nan,nan
design 1,40.0,14,4.74,nan,nan,nan,nan,nan,nan
design 1,40.0,14,4.76,nan,nan,nan,nan,nan,nan
design 1,40.0,14,4.78,nan,nan,nan,nan,nan,nan
design 1,40.0,14,4.8,nan,nan,nan,nan,nan,nan
design 1,40.0,14,4.82,nan,nan,nan,nan,nan,nan
design 1,40.0,14,4.84,nan,nan,nan,nan,nan,nan
design 1,40.0,14,4.86,nan,nan,nan,nan,nan,nan
design 1,40.0,14,4.88,nan,nan,nan,nan,nan,nan
design 1,40.0,14,4.9,nan,nan,nan,nan,nan,nan
design 1,40.0,14,4.92,nan,nan,nan,nan,nan,nan
design 1,40.0,14,4.94,nan,nan,nan,nan,nan,nan
design 1,40.0,14,4.96,nan,nan,nan,nan,nan,nan
design 1,40.0,14,4.98,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.0,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.02,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.04,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.06,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.08,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.1,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.12,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.14,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.16,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.18,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.2,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.22,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.24,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.26,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.28,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.3,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.32,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.34,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.36,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.38,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.4,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.42,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.44,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.46,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.48,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.5,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.52,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.54,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.56,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.58,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.6,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.62,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.64,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.66,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.68,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.7,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.72,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.74,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.76,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.78,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.8,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.82,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.84,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.86,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.88,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.9,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.92,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.94,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.96,nan,nan,nan,nan,nan,nan
design 1,40.0,14,5.98,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.0,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.02,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.04,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.06,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.08,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.1,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.12,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.14,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.16,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.18,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.2,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.22,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.24,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.26,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.28,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.3,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.32,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.34,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.36,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.38,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.4,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.42,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.44,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.46,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.48,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.5,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.52,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.54,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.56,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.58,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.6,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.62,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.64,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.66,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.68,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.7,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.72,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.74,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.76,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.78,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.8,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.82,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.84,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.86,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.88,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.9,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.92,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.94,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.96,nan,nan,nan,nan,nan,nan
design 1,40.0,14,6.98,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.0,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.02,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.04,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.06,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.08,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.1,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.12,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.14,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.16,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.18,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.2,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.22,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.24,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.26,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.28,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.3,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.32,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.34,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.36,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.38,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.4,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.42,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.44,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.46,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.48,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.5,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.52,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.54,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.56,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.58,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.6,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.62,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.64,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.66,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.68,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.7,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.72,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.74,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.76,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.78,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.8,nan,nan,nan,nan,nan,nan
design 1,40.0,14,7.82,nan,nan,nan,nan,nan,nan
