frame,timestamp_sec,detected,line_point_x,line_point_y,line_dir_x,line_dir_y,line_angle_deg_major,line_angle_deg_minor,longest_width_px,contour_area_px,final_combined_angle_deg,minor_len_px,top_ellipse_major_len_px,top_ellipse_minor_len_px,axis_x,axis_y,axis_z
2267,77.1371024208566,True,252.63,389.11,0.9607,-0.2777,-16.12,85.32,141.76,3146.0,85.32,30.24,141.76,11.56,0.0783,-0.0226,0.9967
2268,77.17112849162011,True,250.38,389.26,0.9607,-0.2776,-16.12,85.9,141.08,3142.0,85.9,30.38,141.08,10.09,0.0687,-0.0199,0.9974
2269,77.20515456238361,True,247.99,389.22,0.9609,-0.2768,-16.07,85.59,141.35,3145.0,85.59,30.1,141.35,10.86,0.0738,-0.0213,0.997
2270,77.23918063314711,True,245.36,389.22,0.9612,-0.2759,-16.01,85.65,141.07,3162.0,85.65,30.29,141.07,10.71,0.073,-0.0209,0.9971
2271,77.27320670391062,True,242.88,388.92,0.9614,-0.275,-15.96,85.32,141.48,3159.0,85.32,30.01,141.48,11.54,0.0784,-0.0224,0.9967
2272,77.30723277467412,True,240.58,389.02,0.9614,-0.2752,-15.98,85.47,140.8,3141.0,85.47,30.03,140.8,11.13,0.076,-0.0218,0.9969
2273,77.34125884543762,True,238.98,388.97,0.9612,-0.2757,-16.01,85.31,140.39,3162.0,85.31,30.16,140.39,11.48,0.0786,-0.0226,0.9966
2274,77.37528491620112,True,237.8,389.06,0.9612,-0.2758,-16.01,85.24,140.39,3174.0,85.24,30.22,140.39,11.65,0.0798,-0.0229,0.9966
2275,77.40931098696463,True,236.64,389.33,0.9614,-0.2751,-15.97,84.63,140.38,3175.0,84.63,30.66,140.38,13.13,0.0899,-0.0257,0.9956
2276,77.44333705772812,True,236.28,389.42,0.9617,-0.2743,-15.92,84.65,140.52,3184.0,84.65,30.63,140.52,13.11,0.0897,-0.0256,0.9956
2277,77.47736312849162,True,236.14,389.51,0.9615,-0.2746,-15.94,84.7,140.11,3206.0,84.7,30.73,140.11,12.94,0.0888,-0.0254,0.9957
2278,77.51138919925512,True,236.74,389.59,0.9613,-0.2754,-15.99,84.34,140.11,3243.0,84.34,31.21,140.11,13.83,0.0949,-0.0272,0.9951
2279,77.54541527001862,True,237.86,389.91,0.9613,-0.2756,-16.0,84.47,139.83,3286.0,84.47,31.34,139.83,13.47,0.0926,-0.0265,0.9954
2280,77.57944134078213,True,239.51,390.12,0.9613,-0.2754,-15.99,83.61,139.83,3285.0,83.61,32.1,139.83,15.56,0.107,-0.0307,0.9938
2281,77.61346741154563,True,241.44,390.11,0.9609,-0.277,-16.08,83.48,140.11,3298.0,83.48,32.06,140.11,15.92,0.1092,-0.0315,0.9935
2282,77.64749348230913,True,242.54,390.02,0.9609,-0.2771,-16.09,83.58,140.39,3327.0,83.58,31.93,140.39,15.7,0.1074,-0.031,0.9937
2283,77.68151955307263,True,245.18,389.97,0.9607,-0.2778,-16.13,84.07,140.52,3363.0,84.07,32.2,140.52,14.51,0.0992,-0.0287,0.9947
2284,77.71554562383614,True,248.52,389.71,0.9603,-0.2791,-16.21,84.05,140.68,3360.0,84.05,31.34,140.68,14.58,0.0995,-0.0289,0.9946
2285,77.74957169459962,True,250.7,389.38,0.9604,-0.2786,-16.18,83.36,141.08,3383.0,83.36,32.72,141.08,16.3,0.111,-0.0322,0.9933
2286,77.78359776536313,True,252.71,389.12,0.9601,-0.2795,-16.23,84.35,141.08,3410.0,84.35,32.23,141.08,13.9,0.0946,-0.0275,0.9951
2287,77.81762383612663,True,253.88,388.8,0.9605,-0.2782,-16.15,84.03,141.08,3387.0,84.03,31.69,141.08,14.68,0.1,-0.029,0.9946
2288,77.85164990689013,True,254.92,388.33,0.9604,-0.2785,-16.17,84.55,141.36,3415.0,84.55,32.75,141.36,13.43,0.0913,-0.0265,0.9955
2289,77.88567597765363,True,254.98,387.93,0.9607,-0.2776,-16.12,84.09,141.08,3400.0,84.09,32.01,141.08,14.53,0.099,-0.0286,0.9947
2290,77.91970204841714,True,254.54,387.62,0.9609,-0.2768,-16.07,83.69,141.63,3417.0,83.69,32.53,141.63,15.55,0.1055,-0.0304,0.994
2291,77.95372811918064,True,253.88,387.23,0.9605,-0.2783,-16.16,84.32,141.63,3439.0,84.32,32.52,141.63,14.02,0.0951,-0.0275,0.9951
2292,77.98775418994414,True,252.6,386.89,0.9606,-0.2778,-16.13,83.88,141.63,3443.0,83.88,33.09,141.63,15.1,0.1024,-0.0296,0.9943
2293,78.02178026070764,True,251.27,386.78,0.9608,-0.2772,-16.09,83.66,142.04,3449.0,83.66,33.25,142.04,15.68,0.1061,-0.0306,0.9939
2294,78.05580633147113,True,249.36,386.78,0.961,-0.2765,-16.05,83.84,141.76,3464.0,83.84,33.3,141.76,15.22,0.1031,-0.0297,0.9942
2295,78.08983240223463,True,247.44,386.69,0.9608,-0.2771,-16.09,83.45,142.04,3476.0,83.45,33.17,142.04,16.21,0.1097,-0.0316,0.9935
2296,78.12385847299814,True,245.37,386.74,0.9608,-0.2772,-16.09,83.68,141.48,3471.0,83.68,33.23,141.48,15.58,0.1058,-0.0305,0.9939
2297,78.15788454376164,True,243.63,386.91,0.9603,-0.2789,-16.2,83.39,141.76,3505.0,83.39,33.7,141.76,16.31,0.1105,-0.0321,0.9934
2298,78.19191061452514,True,242.88,387.15,0.9603,-0.2791,-16.21,83.63,141.48,3522.0,83.63,34.3,141.48,15.71,0.1066,-0.031,0.9938
2299,78.22593668528864,True,241.17,387.46,0.96,-0.2799,-16.25,83.03,141.08,3506.0,83.03,33.13,141.08,17.11,0.1164,-0.0339,0.9926
2300,78.25996275605215,True,239.43,387.39,0.9602,-0.2794,-16.23,83.57,141.36,3534.0,83.57,33.15,141.36,15.82,0.1075,-0.0313,0.9937
2301,78.29398882681565,True,238.49,387.63,0.9603,-0.279,-16.2,82.9,141.36,3542.0,82.9,33.07,141.36,17.48,0.1188,-0.0345,0.9923
2302,78.32801489757915,True,237.89,388.1,0.9596,-0.2815,-16.35,83.27,140.52,3555.0,83.27,33.65,140.52,16.47,0.1124,-0.033,0.9931
2303,78.36204096834264,True,237.88,388.26,0.9595,-0.2816,-16.36,83.08,140.8,3572.0,83.08,33.95,140.8,16.96,0.1156,-0.0339,0.9927
2304,78.39606703910614,True,238.27,388.02,0.9594,-0.2821,-16.38,82.98,140.52,3584.0,82.98,34.27,140.52,17.17,0.1172,-0.0345,0.9925
2305,78.43009310986965,True,238.93,388.35,0.959,-0.2833,-16.46,82.95,140.52,3612.0,82.95,34.72,140.52,17.25,0.1178,-0.0348,0.9924
2306,78.46411918063315,True,239.42,388.88,0.959,-0.2835,-16.47,82.46,140.13,3616.0,82.46,33.52,140.13,18.38,0.1258,-0.0372,0.9914
2307,78.49814525139665,True,240.71,388.67,0.9582,-0.2861,-16.62,82.92,140.32,3633.0,82.92,33.87,140.32,17.3,0.1182,-0.0353,0.9924
2308,78.53217132216015,True,241.67,388.54,0.958,-0.2868,-16.67,82.94,140.32,3662.0,82.94,34.94,140.32,17.25,0.1178,-0.0353,0.9924
2309,78.56619739292366,True,242.68,388.4,0.958,-0.2868,-16.67,82.56,140.8,3676.0,82.56,34.68,140.8,18.23,0.124,-0.0371,0.9916
2310,78.60022346368716,True,243.68,388.13,0.9577,-0.2877,-16.72,82.63,140.8,3660.0,82.63,34.17,140.8,18.05,0.1228,-0.0369,0.9917
2311,78.63424953445066,True,244.7,387.54,0.9575,-0.2885,-16.77,82.71,141.09,3674.0,82.71,34.97,141.09,17.91,0.1215,-0.0366,0.9919
2312,78.66827560521415,True,245.05,387.11,0.9579,-0.287,-16.68,82.29,141.09,3667.0,82.29,34.34,141.09,18.92,0.1285,-0.0385,0.991
2313,78.70230167597765,True,245.87,386.63,0.9571,-0.2897,-16.84,82.59,141.67,3694.0,82.59,35.23,141.67,18.26,0.1234,-0.0374,0.9917
2314,78.73632774674115,True,246.12,386.1,0.9566,-0.2915,-16.95,82.72,141.38,3688.0,82.72,34.38,141.38,17.9,0.1211,-0.0369,0.9919
2315,78.77035381750466,True,245.94,385.47,0.9569,-0.2904,-16.88,82.27,141.38,3706.0,82.27,34.96,141.38,19.01,0.1287,-0.039,0.9909
2316,78.80437988826816,True,245.9,384.78,0.9563,-0.2923,-17.0,82.31,141.67,3737.0,82.31,35.54,141.67,18.95,0.1279,-0.0391,0.991
2317,78.83840595903166,True,245.16,384.32,0.9557,-0.2943,-17.12,82.85,141.68,3741.0,82.85,34.82,141.68,17.64,0.119,-0.0366,0.9922
2318,78.87243202979516,True,244.39,383.79,0.9564,-0.2922,-16.99,82.53,142.34,3765.0,82.53,35.84,142.34,18.5,0.1243,-0.038,0.9915
2319,78.90645810055867,True,243.65,383.29,0.9556,-0.2948,-17.15,82.7,141.97,3775.0,82.7,35.06,141.97,18.05,0.1215,-0.0375,0.9919
2320,78.94048417132217,True,242.57,382.95,0.9552,-0.2959,-17.21,82.26,142.04,3792.0,82.26,36.27,142.04,19.12,0.1286,-0.0398,0.9909
2321,78.97451024208566,True,241.44,382.69,0.9558,-0.2939,-17.09,81.78,142.34,3802.0,81.78,35.69,142.34,20.36,0.1367,-0.042,0.9897
2322,79.00853631284916,True,241.04,382.43,0.9547,-0.2975,-17.3,82.35,141.98,3806.0,82.35,35.56,141.98,18.91,0.1271,-0.0396,0.9911
2323,79.04256238361266,True,240.56,382.35,0.9546,-0.2978,-17.32,82.34,142.04,3844.0,82.34,35.71,142.04,18.93,0.1272,-0.0397,0.9911
2324,79.07658845437616,True,239.98,382.58,0.9543,-0.2988,-17.38,82.25,141.98,3853.0,82.25,35.82,141.98,19.15,0.1287,-0.0403,0.9909
2325,79.11061452513967,True,239.94,382.96,0.9541,-0.2994,-17.42,82.04,141.68,3886.0,82.04,36.52,141.68,19.62,0.1322,-0.0415,0.9904
2326,79.14464059590317,True,239.94,383.33,0.9534,-0.3017,-17.56,81.76,141.68,3894.0,81.76,36.64,141.68,20.3,0.1366,-0.0432,0.9897
2327,79.17866666666667,True,240.5,383.91,0.9536,-0.3012,-17.53,82.08,141.73,3918.0,82.08,36.16,141.73,19.54,0.1314,-0.0415,0.9905
2328,79.21269273743017,True,241.13,384.64,0.953,-0.3031,-17.64,81.86,141.38,3925.0,81.86,37.33,141.38,20.03,0.135,-0.0429,0.9899
2329,79.24671880819368,True,241.66,385.05,0.9524,-0.305,-17.76,81.83,141.34,3948.0,81.83,36.54,141.34,20.09,0.1353,-0.0433,0.9898
2330,79.28074487895717,True,242.24,385.46,0.9523,-0.3052,-17.77,81.62,141.04,3924.0,81.62,37.07,141.04,20.56,0.1388,-0.0445,0.9893
2331,79.31477094972067,True,243.26,386.35,0.952,-0.3062,-17.83,81.11,141.04,3948.0,81.11,36.87,141.04,21.79,0.1471,-0.0473,0.988
2332,79.34879702048417,True,243.82,386.84,0.9515,-0.3077,-17.92,81.47,140.7,3961.0,81.47,37.54,140.7,20.88,0.1412,-0.0457,0.9889
2333,79.38282309124767,True,244.33,386.93,0.9514,-0.308,-17.94,81.42,141.01,3956.0,81.42,38.02,141.01,21.04,0.142,-0.0459,0.9888
2334,79.41684916201118,True,245.08,386.89,0.9509,-0.3095,-18.03,81.3,140.73,3956.0,81.3,37.78,140.73,21.29,0.1438,-0.0468,0.9885
2335,79.45087523277468,True,245.08,387.2,0.9505,-0.3107,-18.1,81.22,141.04,3949.0,81.22,37.1,141.04,21.52,0.1451,-0.0474,0.9883
2336,79.48490130353818,True,245.1,387.17,0.9506,-0.3105,-18.09,81.78,141.04,3953.0,81.78,38.32,141.04,20.18,0.136,-0.0444,0.9897
2337,79.51892737430168,True,245.18,386.74,0.9504,-0.3111,-18.13,81.08,141.04,3914.0,81.08,37.57,141.04,21.88,0.1474,-0.0483,0.9879
2338,79.55295344506519,True,244.62,386.39,0.9498,-0.3128,-18.23,81.6,140.73,3919.0,81.6,37.17,140.73,20.56,0.1388,-0.0457,0.9893
2339,79.58697951582867,True,244.04,386.14,0.9499,-0.3126,-18.22,81.38,141.36,3926.0,81.38,36.96,141.36,21.19,0.1424,-0.0469,0.9887
2340,79.62100558659218,True,243.26,385.66,0.9495,-0.3138,-18.29,80.97,141.67,3912.0,80.97,37.47,141.67,22.25,0.1491,-0.0493,0.9876
2341,79.65503165735568,True,242.82,384.79,0.949,-0.3152,-18.37,80.84,141.36,3918.0,80.84,37.44,141.36,22.51,0.1511,-0.0502,0.9872
2342,79.68905772811918,True,242.47,383.94,0.9486,-0.3164,-18.44,81.15,141.35,3899.0,81.15,36.24,141.35,21.75,0.1459,-0.0487,0.9881
2343,79.72308379888268,True,241.85,383.41,0.9478,-0.3187,-18.59,81.34,141.67,3930.0,81.34,37.37,141.67,21.33,0.1427,-0.048,0.9886
2344,79.75710986964619,True,241.61,383.06,0.947,-0.3214,-18.74,81.62,141.67,3941.0,81.62,37.21,141.67,20.65,0.138,-0.0468,0.9893
2345,79.79113594040969,True,240.8,382.46,0.9469,-0.3216,-18.76,81.08,142.0,3926.0,81.08,36.79,142.0,22.02,0.1468,-0.0499,0.9879
2346,79.82516201117319,True,240.29,381.33,0.9459,-0.3243,-18.92,81.69,142.0,3942.0,81.69,36.87,142.0,20.52,0.1367,-0.0469,0.9895
2347,79.8591880819367,True,239.85,381.02,0.945,-0.327,-19.09,81.12,142.33,3940.0,81.12,36.65,142.33,21.97,0.1459,-0.0505,0.988
2348,79.89321415270018,True,239.72,380.81,0.945,-0.327,-19.09,80.83,142.62,3932.0,80.83,36.16,142.62,22.72,0.1505,-0.0521,0.9872
2349,79.92724022346368,True,239.77,380.56,0.944,-0.3298,-19.26,81.65,142.33,3941.0,81.65,37.62,142.33,20.66,0.137,-0.0479,0.9894
2350,79.96126629422719,True,239.63,380.55,0.9435,-0.3312,-19.34,81.56,142.38,3949.0,81.56,37.51,142.38,20.9,0.1385,-0.0486,0.9892
2351,79.99529236499069,True,239.58,380.56,0.9431,-0.3325,-19.42,81.54,142.39,3952.0,81.54,37.5,142.39,20.96,0.1388,-0.0489,0.9891
2352,80.02931843575419,True,239.67,380.78,0.9421,-0.3353,-19.59,81.43,142.4,3965.0,81.43,36.77,142.4,21.21,0.1404,-0.05,0.9888
2353,80.0633445065177,True,239.82,380.97,0.9418,-0.3363,-19.65,81.42,142.4,3982.0,81.42,37.22,142.4,21.23,0.1404,-0.0501,0.9888
2354,80.0973705772812,True,239.97,381.46,0.9417,-0.3365,-19.66,80.91,142.07,3960.0,80.91,37.56,142.07,22.45,0.1488,-0.0532,0.9874
2355,80.1313966480447,True,240.51,382.06,0.9405,-0.3397,-19.86,81.29,142.08,3988.0,81.29,37.19,142.08,21.52,0.1424,-0.0514,0.9885
2356,80.1654227188082,True,240.57,382.82,0.9402,-0.3407,-19.92,80.74,141.74,3980.0,80.74,37.99,141.74,22.81,0.1513,-0.0548,0.987
2357,80.19944878957169,True,240.75,383.1,0.9397,-0.3421,-20.0,81.09,141.74,3952.0,81.09,36.75,141.74,21.96,0.1456,-0.053,0.9879
2358,80.23347486033519,True,240.46,383.64,0.9395,-0.3425,-20.03,80.69,141.4,3945.0,80.69,37.58,141.4,22.87,0.152,-0.0554,0.9868
2359,80.2675009310987,True,240.12,384.06,0.9387,-0.3447,-20.16,80.83,141.39,3914.0,80.83,36.93,141.39,22.53,0.1495,-0.0549,0.9872
2360,80.3015270018622,True,239.89,384.23,0.9378,-0.3471,-20.31,79.37,141.39,3883.0,79.37,37.09,141.39,26.08,0.173,-0.064,0.9828
2361,80.3355530726257,True,239.26,384.23,0.9379,-0.347,-20.31,81.16,141.04,3860.0,81.16,36.66,141.04,21.68,0.1442,-0.0533,0.9881
2362,80.3695791433892,True,238.94,384.03,0.9373,-0.3486,-20.4,81.12,141.39,3841.0,81.12,36.77,141.39,21.83,0.1447,-0.0538,0.988
2363,80.4036052141527,True,238.3,384.02,0.9369,-0.3495,-20.46,81.43,141.39,3822.0,81.43,36.31,141.39,21.06,0.1396,-0.0521,0.9888
2364,80.43763128491621,True,238.15,383.7,0.9366,-0.3505,-20.52,81.82,141.27,3815.0,81.82,36.29,141.27,20.09,0.1332,-0.0499,0.9898
2365,80.47165735567971,True,237.55,383.23,0.9364,-0.351,-20.55,81.5,141.39,3802.0,81.5,36.86,141.39,20.89,0.1384,-0.0519,0.989
2366,80.5056834264432,True,236.86,382.82,0.9352,-0.3542,-20.75,81.94,141.63,3779.0,81.94,35.61,141.63,19.86,0.1311,-0.0497,0.9901
2367,80.5397094972067,True,236.78,382.55,0.9354,-0.3537,-20.71,81.57,141.63,3787.0,81.57,35.76,141.63,20.76,0.1371,-0.0519,0.9892
2368,80.5737355679702,True,236.95,381.95,0.9345,-0.356,-20.86,80.06,141.51,3791.0,80.06,36.63,141.51,24.44,0.1614,-0.0615,0.985
2369,80.6077616387337,True,237.52,381.21,0.9339,-0.3576,-20.95,79.65,141.87,3783.0,79.65,34.94,141.87,25.48,0.1677,-0.0642,0.9837
2370,80.64178770949721,True,238.13,380.9,0.934,-0.3572,-20.93,81.53,142.09,3797.0,81.53,35.96,142.09,20.94,0.1376,-0.0526,0.9891
2371,80.67581378026071,True,238.43,380.79,0.9335,-0.3585,-21.01,81.64,142.08,3789.0,81.64,35.96,142.08,20.67,0.1358,-0.0521,0.9894
2372,80.70983985102421,True,238.66,380.37,0.9326,-0.361,-21.16,80.12,142.44,3768.0,80.12,35.34,142.44,24.45,0.1601,-0.062,0.9852
2373,80.74386592178772,True,238.4,379.9,0.9323,-0.3616,-21.2,81.61,142.44,3766.0,81.61,35.0,142.44,20.79,0.1361,-0.0528,0.9893
2374,80.77789199255122,True,238.7,379.59,0.9321,-0.3622,-21.24,82.08,142.23,3775.0,82.08,35.79,142.23,19.59,0.1284,-0.0499,0.9905
2375,80.8119180633147,True,239.21,379.52,0.9315,-0.3639,-21.34,82.01,142.44,3744.0,82.01,35.3,142.44,19.79,0.1294,-0.0505,0.9903
2376,80.84594413407821,True,239.27,379.54,0.9308,-0.3655,-21.44,81.96,142.44,3735.0,81.96,35.38,142.44,19.92,0.1301,-0.0511,0.9902
2377,80.87997020484171,True,239.27,379.53,0.9304,-0.3665,-21.5,81.64,142.44,3746.0,81.64,35.35,142.44,20.71,0.1353,-0.0533,0.9894
2378,80.91399627560521,True,238.72,379.68,0.9303,-0.3668,-21.52,82.13,142.24,3754.0,82.13,35.96,142.24,19.47,0.1274,-0.0502,0.9906
2379,80.94802234636872,True,238.35,379.83,0.9298,-0.368,-21.59,82.09,142.24,3740.0,82.09,34.85,142.24,19.59,0.128,-0.0507,0.9905
2380,80.98204841713222,True,238.11,379.88,0.9295,-0.3689,-21.65,79.73,142.61,3743.0,79.73,34.76,142.61,25.43,0.1657,-0.0658,0.984
2381,81.01607448789572,True,237.74,379.9,0.9287,-0.3707,-21.76,79.56,142.06,3727.0,79.56,35.28,142.06,25.75,0.1683,-0.0672,0.9834
2382,81.05010055865922,True,237.05,380.06,0.9286,-0.3711,-21.78,80.35,142.24,3730.0,80.35,35.06,142.24,23.85,0.1557,-0.0622,0.9858
2383,81.08412662942273,True,236.22,380.21,0.928,-0.3725,-21.87,80.43,142.06,3706.0,80.43,35.46,142.06,23.62,0.1543,-0.0619,0.9861
2384,81.11815270018622,True,235.64,380.03,0.9279,-0.3728,-21.89,79.63,142.24,3716.0,79.63,34.7,142.24,25.6,0.167,-0.0671,0.9837
2385,81.15217877094972,True,235.04,380.0,0.9276,-0.3735,-21.93,82.21,142.06,3695.0,82.21,34.95,142.06,19.25,0.1257,-0.0506,0.9908
2386,81.18620484171322,True,234.39,380.13,0.9278,-0.373,-21.9,80.31,141.87,3680.0,80.31,35.45,141.87,23.88,0.1561,-0.0628,0.9857
2387,81.22023091247672,True,233.46,380.46,0.9281,-0.3722,-21.85,81.9,142.06,3662.0,81.9,35.36,142.06,20.01,0.1308,-0.0524,0.99
2388,81.25425698324023,True,233.02,380.39,0.928,-0.3727,-21.88,81.95,141.69,3630.0,81.95,35.66,141.69,19.85,0.13,-0.0522,0.9901
2389,81.28828305400373,True,233.0,380.62,0.927,-0.375,-22.03,81.93,141.69,3627.0,81.93,34.21,141.69,19.88,0.1301,-0.0526,0.9901
2390,81.32230912476723,True,233.25,381.02,0.9268,-0.3756,-22.06,82.4,141.69,3650.0,82.4,34.38,141.69,18.75,0.1226,-0.0497,0.9912
2391,81.35633519553073,True,234.17,381.32,0.9263,-0.3768,-22.13,79.35,141.69,3657.0,79.35,35.65,141.69,26.19,0.1712,-0.0696,0.9828
2392,81.39036126629424,True,234.79,381.95,0.9261,-0.3773,-22.16,82.14,141.14,3632.0,82.14,34.66,141.14,19.3,0.1266,-0.0516,0.9906
2393,81.42438733705772,True,235.8,382.24,0.9259,-0.3777,-22.19,82.3,141.69,3639.0,82.3,35.21,141.69,18.99,0.1241,-0.0506,0.991
2394,81.45841340782123,True,236.43,382.75,0.9258,-0.378,-22.21,81.82,141.69,3611.0,81.82,34.02,141.69,20.17,0.1318,-0.0538,0.9898
2395,81.49243947858473,True,236.99,383.18,0.9254,-0.379,-22.27,82.29,141.31,3594.0,82.29,35.24,141.31,18.97,0.1242,-0.0509,0.991
2396,81.52646554934823,True,237.31,383.42,0.9263,-0.3768,-22.13,79.57,141.32,3580.0,79.57,35.17,141.32,25.57,0.1676,-0.0682,0.9835
2397,81.56049162011173,True,237.47,383.44,0.9261,-0.3772,-22.16,81.68,141.31,3555.0,81.68,33.49,141.31,20.44,0.134,-0.0546,0.9895
2398,81.59451769087524,True,237.19,383.87,0.9253,-0.3793,-22.29,82.53,141.15,3525.0,82.53,34.05,141.15,18.35,0.1203,-0.0493,0.9915
2399,81.62854376163874,True,236.54,383.92,0.9252,-0.3795,-22.3,82.71,141.31,3489.0,82.71,34.41,141.31,17.93,0.1174,-0.0482,0.9919
2400,81.66256983240224,True,236.51,383.43,0.9248,-0.3805,-22.36,80.28,141.15,3476.0,80.28,33.5,141.15,23.84,0.1562,-0.0643,0.9856
2401,81.69659590316574,True,236.06,383.13,0.9247,-0.3808,-22.38,82.85,141.15,3449.0,82.85,33.35,141.15,17.56,0.1151,-0.0474,0.9922
2402,81.73062197392925,True,235.55,382.72,0.9251,-0.3796,-22.31,82.57,141.31,3450.0,82.57,34.06,141.31,18.28,0.1197,-0.0491,0.9916
2403,81.76464804469273,True,235.42,382.46,0.9237,-0.3831,-22.52,82.99,141.54,3447.0,82.99,33.48,141.54,17.28,0.1128,-0.0468,0.9925
2404,81.79867411545624,True,234.93,382.14,0.9239,-0.3825,-22.49,82.86,141.31,3426.0,82.86,33.28,141.31,17.57,0.1148,-0.0476,0.9922
2405,81.83270018621974,True,234.79,381.38,0.9241,-0.3822,-22.47,82.99,141.69,3437.0,82.99,33.61,141.69,17.28,0.1127,-0.0466,0.9925
2406,81.86672625698324,True,234.55,381.03,0.9241,-0.3822,-22.47,82.57,141.69,3421.0,82.57,32.78,141.69,18.32,0.1195,-0.0494,0.9916
2407,81.90075232774674,True,234.14,380.9,0.9231,-0.3846,-22.62,83.45,141.69,3424.0,83.45,32.23,141.69,16.16,0.1053,-0.0439,0.9935
2408,81.93477839851025,True,233.64,380.39,0.924,-0.3824,-22.48,83.3,142.08,3398.0,83.3,33.53,142.08,16.58,0.1078,-0.0446,0.9932
2409,81.96880446927375,True,232.97,380.13,0.9237,-0.383,-22.52,82.94,141.92,3395.0,82.94,33.3,141.92,17.45,0.1136,-0.0471,0.9924
2410,82.00283054003725,True,232.71,379.83,0.9234,-0.3839,-22.57,80.89,142.08,3390.0,80.89,32.53,142.08,22.48,0.1461,-0.0608,0.9874
2411,82.03685661080075,True,231.91,379.77,0.924,-0.3824,-22.48,83.76,141.69,3384.0,83.76,31.82,141.69,15.4,0.1004,-0.0416,0.9941
2412,82.07088268156424,True,231.88,379.63,0.9235,-0.3835,-22.55,83.09,142.08,3389.0,83.09,32.31,142.08,17.1,0.1112,-0.0462,0.9927
2413,82.10490875232774,True,231.9,379.68,0.9234,-0.3838,-22.57,83.48,141.69,3384.0,83.48,32.41,141.69,16.1,0.1049,-0.0436,0.9935
2414,82.13893482309125,True,232.0,379.99,0.9226,-0.3857,-22.69,83.64,141.69,3417.0,83.64,32.28,141.69,15.7,0.1022,-0.0427,0.9938
2415,82.17296089385475,True,232.82,380.0,0.9222,-0.3866,-22.74,81.04,141.69,3422.0,81.04,32.94,141.69,22.06,0.1436,-0.0602,0.9878
2416,82.20698696461825,True,233.58,380.21,0.9216,-0.3882,-22.84,83.61,141.54,3412.0,83.61,33.15,141.54,15.76,0.1026,-0.0432,0.9938
2417,82.24101303538176,True,234.31,380.76,0.9221,-0.387,-22.77,83.24,142.23,3423.0,83.24,32.09,142.23,16.73,0.1085,-0.0455,0.9931
2418,82.27503910614526,True,234.96,381.36,0.9221,-0.3869,-22.76,82.72,141.69,3412.0,82.72,33.71,141.69,17.97,0.1169,-0.0491,0.9919
2419,82.30906517690876,True,235.45,381.61,0.9212,-0.389,-22.89,82.83,141.93,3375.0,82.83,31.93,141.93,17.73,0.115,-0.0486,0.9922
2420,82.34309124767226,True,235.64,381.89,0.922,-0.3873,-22.79,83.72,141.69,3378.0,83.72,32.6,141.69,15.49,0.1008,-0.0423,0.994
2421,82.37711731843575,True,235.55,382.29,0.922,-0.3871,-22.78,82.99,141.54,3349.0,82.99,33.27,141.54,17.28,0.1125,-0.0473,0.9925
2422,82.41114338919925,True,235.02,382.55,0.9221,-0.3869,-22.76,83.21,141.54,3335.0,83.21,31.5,141.54,16.73,0.109,-0.0457,0.993
2423,82.44516945996276,True,234.46,382.7,0.9223,-0.3866,-22.74,83.81,141.16,3297.0,83.81,32.1,141.16,15.21,0.0994,-0.0417,0.9942
2424,82.47919553072626,True,233.6,383.07,0.9226,-0.3858,-22.69,83.07,141.15,3297.0,83.07,32.9,141.15,17.04,0.1114,-0.0466,0.9927
2425,82.51322160148976,True,232.78,383.3,0.9229,-0.385,-22.64,83.57,140.77,3272.0,83.57,30.85,140.77,15.75,0.1033,-0.0431,0.9937
2426,82.54724767225326,True,232.08,383.14,0.9237,-0.3831,-22.53,83.32,141.15,3250.0,83.32,30.78,141.15,16.42,0.1075,-0.0446,0.9932
2427,82.58127374301677,True,231.47,383.07,0.924,-0.3824,-22.48,83.49,141.15,3260.0,83.49,32.8,141.15,16.0,0.1048,-0.0434,0.9936
2428,82.61529981378027,True,231.39,383.09,0.9238,-0.3828,-22.5,83.32,141.15,3271.0,83.32,32.77,141.15,16.42,0.1075,-0.0445,0.9932
2429,82.64932588454377,True,231.18,383.16,0.9237,-0.3831,-22.52,83.28,140.77,3246.0,83.28,30.89,140.77,16.46,0.108,-0.0448,0.9931
2430,82.68335195530726,True,231.12,383.22,0.9237,-0.383,-22.52,83.36,141.15,3249.0,83.36,30.96,141.15,16.32,0.1068,-0.0443,0.9933
2431,82.71737802607076,True,231.4,382.95,0.9243,-0.3816,-22.43,83.32,141.15,3239.0,83.32,32.53,141.15,16.41,0.1075,-0.0444,0.9932
2432,82.75140409683426,True,231.88,382.72,0.9253,-0.3793,-22.29,83.61,141.31,3226.0,83.61,31.7,141.31,15.73,0.103,-0.0422,0.9938
2433,82.78543016759777,True,232.86,382.7,0.9262,-0.377,-22.15,83.58,141.31,3242.0,83.58,32.4,141.31,15.8,0.1036,-0.0422,0.9937
2434,82.81945623836127,True,233.73,382.74,0.9265,-0.3763,-22.11,83.54,141.32,3222.0,83.54,31.63,141.32,15.91,0.1043,-0.0424,0.9936
2435,82.85348230912477,True,234.14,382.73,0.9268,-0.3755,-22.06,83.6,141.32,3238.0,83.6,31.92,141.32,15.74,0.1033,-0.0418,0.9938
2436,82.88750837988827,True,236.06,382.4,0.9276,-0.3735,-21.93,83.15,141.32,3242.0,83.15,31.25,141.32,16.86,0.1107,-0.0446,0.9929
