frame,timestamp_sec,detected,line_point_x,line_point_y,line_dir_x,line_dir_y,line_angle_deg_major,line_angle_deg_minor,longest_width_px,contour_area_px,final_combined_angle_deg,minor_len_px,top_ellipse_major_len_px,top_ellipse_minor_len_px,axis_x,axis_y,axis_z
169,5.750405959031657,True,267.52,404.83,0.9973,0.0731,4.19,85.31,136.73,2892.0,85.31,28.09,136.73,11.18,0.0816,0.006,0.9967
170,5.784432029795158,True,266.95,404.79,0.9973,0.0739,4.24,84.94,135.74,2875.0,84.94,29.94,135.74,11.98,0.088,0.0065,0.9961
171,5.81845810055866,True,266.82,404.81,0.9973,0.0732,4.2,85.49,135.74,2833.0,85.49,28.02,135.74,10.67,0.0784,0.0058,0.9969
172,5.8524841713221605,True,266.94,404.98,0.9974,0.0726,4.16,85.7,135.73,2811.0,85.7,28.32,135.73,10.18,0.0748,0.0054,0.9972
173,5.886510242085661,True,267.67,404.9,0.9974,0.0719,4.12,85.58,135.73,2817.0,85.58,28.2,135.73,10.47,0.0769,0.0055,0.997
174,5.920536312849162,True,268.84,405.16,0.9978,0.0664,3.81,85.09,135.63,2789.0,85.09,28.67,135.63,11.62,0.0855,0.0057,0.9963
175,5.9545623836126635,True,269.91,405.27,0.9978,0.0664,3.81,85.53,135.63,2772.0,85.53,26.9,135.63,10.58,0.0778,0.0052,0.997
176,5.988588454376164,True,270.87,405.17,0.9978,0.0668,3.83,85.08,135.57,2768.0,85.08,28.69,135.57,11.63,0.0856,0.0057,0.9963
177,6.022614525139665,True,271.81,405.29,0.9979,0.065,3.73,85.28,135.62,2782.0,85.28,28.94,135.62,11.15,0.0821,0.0053,0.9966
178,6.056640595903166,True,272.2,405.24,0.9979,0.0652,3.74,85.5,136.56,2769.0,85.5,26.91,136.56,10.71,0.0783,0.0051,0.9969
179,6.0906666666666665,True,272.74,405.2,0.998,0.0633,3.63,85.27,135.55,2783.0,85.27,28.76,135.55,11.18,0.0823,0.0052,0.9966
180,6.124692737430168,True,273.3,405.25,0.9981,0.0616,3.53,84.76,136.48,2809.0,84.76,28.77,136.48,12.45,0.0911,0.0056,0.9958
181,6.158718808193669,True,273.13,405.28,0.998,0.0627,3.6,85.26,136.55,2807.0,85.26,28.86,136.55,11.28,0.0824,0.0052,0.9966
182,6.1927448789571695,True,272.59,405.15,0.9982,0.0601,3.45,85.36,135.54,2795.0,85.36,28.65,135.54,10.96,0.0807,0.0049,0.9967
183,6.22677094972067,True,271.59,405.17,0.9983,0.0586,3.36,85.46,135.53,2805.0,85.46,28.69,135.53,10.72,0.079,0.0046,0.9969
184,6.260797020484172,True,270.62,405.09,0.9983,0.0584,3.35,85.47,135.53,2797.0,85.47,28.53,135.53,10.71,0.0789,0.0046,0.9969
185,6.294823091247673,True,269.17,405.0,0.9984,0.0564,3.23,85.6,136.52,2809.0,85.6,28.39,136.52,10.48,0.0766,0.0043,0.997
186,6.328849162011173,True,267.93,405.01,0.9984,0.0564,3.24,85.69,135.52,2802.0,85.69,28.31,135.52,10.2,0.0751,0.0042,0.9972
187,6.362875232774674,True,267.35,404.98,0.9985,0.054,3.09,85.09,136.45,2808.0,85.09,28.21,136.45,11.69,0.0855,0.0046,0.9963
188,6.396901303538176,True,265.98,405.04,0.9986,0.0538,3.08,85.23,135.45,2805.0,85.23,28.36,135.45,11.26,0.083,0.0045,0.9965
189,6.430927374301676,True,265.39,404.98,0.9987,0.051,2.92,85.29,136.38,2786.0,85.29,28.2,136.38,11.21,0.0821,0.0042,0.9966
190,6.464953445065177,True,264.67,404.97,0.9987,0.0506,2.9,85.2,135.38,2758.0,85.2,28.25,135.38,11.34,0.0836,0.0042,0.9965
191,6.498979515828678,True,264.38,404.99,0.9988,0.0496,2.84,85.13,136.38,2771.0,85.13,28.2,136.38,11.57,0.0847,0.0042,0.9964
192,6.533005586592179,True,264.88,405.11,0.9989,0.0461,2.64,85.74,135.36,2740.0,85.74,26.47,135.36,10.05,0.0742,0.0034,0.9972
193,6.56703165735568,True,265.32,405.09,0.9989,0.0466,2.67,85.22,136.36,2764.0,85.22,28.4,136.36,11.35,0.0832,0.0039,0.9965
194,6.601057728119181,True,265.96,405.07,0.999,0.045,2.58,85.35,135.36,2753.0,85.35,28.39,135.36,10.98,0.081,0.0037,0.9967
195,6.635083798882682,True,268.76,405.13,0.9991,0.0427,2.45,85.38,135.35,2774.0,85.38,28.51,135.35,10.91,0.0805,0.0034,0.9967
196,6.669109869646182,True,270.08,405.13,0.9992,0.0395,2.27,85.88,136.29,2790.0,85.88,28.47,136.29,9.79,0.0718,0.0028,0.9974
197,6.703135940409684,True,271.2,405.13,0.9992,0.0393,2.25,85.62,136.33,2814.0,85.62,28.46,136.33,10.41,0.0763,0.003,0.9971
198,6.737162011173185,True,272.14,405.03,0.9993,0.037,2.12,85.66,136.31,2827.0,85.66,28.24,136.31,10.33,0.0757,0.0028,0.9971
199,6.771188081936685,True,272.29,404.96,0.9993,0.0372,2.13,86.06,136.28,2848.0,86.06,28.18,136.28,9.36,0.0686,0.0026,0.9976
200,6.805214152700186,True,272.01,404.86,0.9993,0.0377,2.16,85.49,136.32,2890.0,85.49,28.0,136.32,10.71,0.0785,0.003,0.9969
201,6.839240223463688,True,271.23,404.91,0.9992,0.0391,2.24,85.42,136.33,2902.0,85.42,28.09,136.33,10.88,0.0797,0.0031,0.9968
202,6.8732662942271885,True,270.25,404.69,0.9993,0.0377,2.16,85.73,136.32,2921.0,85.73,29.57,136.32,10.15,0.0744,0.0028,0.9972
203,6.907292364990689,True,269.03,404.73,0.9993,0.0373,2.14,84.92,136.32,2945.0,84.92,29.66,136.32,12.07,0.0885,0.0033,0.9961
204,6.94131843575419,True,267.33,404.56,0.9993,0.0386,2.21,85.06,136.32,2941.0,85.06,29.31,136.32,11.74,0.0861,0.0033,0.9963
205,6.975344506517691,True,265.87,404.53,0.9992,0.0388,2.22,85.21,135.32,2924.0,85.21,29.27,135.32,11.3,0.0834,0.0032,0.9965
206,7.009370577281192,True,264.39,404.49,0.9992,0.0395,2.26,85.21,136.33,2937.0,85.21,29.17,136.33,11.4,0.0835,0.0033,0.9965
207,7.043396648044693,True,263.51,404.37,0.9992,0.0402,2.3,85.14,136.33,2942.0,85.14,28.99,136.33,11.54,0.0846,0.0034,0.9964
208,7.077422718808194,True,262.85,404.38,0.9991,0.042,2.41,85.23,135.34,2907.0,85.23,28.99,135.34,11.25,0.0831,0.0035,0.9965
209,7.1114487895716945,True,262.78,404.44,0.9991,0.0414,2.37,85.29,135.34,2924.0,85.29,29.12,135.34,11.12,0.0821,0.0034,0.9966
210,7.145474860335196,True,262.86,404.44,0.9991,0.0415,2.38,85.17,135.34,2898.0,85.17,29.13,135.34,11.4,0.0842,0.0035,0.9964
211,7.179500931098697,True,263.86,404.51,0.9991,0.0417,2.39,85.02,135.34,2897.0,85.02,29.26,135.34,11.74,0.0867,0.0036,0.9962
212,7.2135270018621975,True,264.74,404.49,0.999,0.0438,2.51,84.85,135.35,2904.0,84.85,29.25,135.35,12.14,0.0896,0.0039,0.996
213,7.247553072625698,True,266.62,404.64,0.9991,0.0415,2.38,84.93,135.34,2905.0,84.93,29.45,135.34,11.95,0.0882,0.0037,0.9961
214,7.2815791433892,True,267.77,404.66,0.9991,0.0426,2.44,84.73,135.35,2917.0,84.73,29.57,135.35,12.44,0.0918,0.0039,0.9958
215,7.315605214152701,True,269.45,404.72,0.9991,0.0419,2.4,84.76,135.34,2915.0,84.76,29.63,135.34,12.36,0.0912,0.0038,0.9958
216,7.349631284916201,True,269.81,404.71,0.9991,0.0426,2.44,84.84,135.35,2927.0,84.84,29.67,135.35,12.18,0.0899,0.0038,0.9959
217,7.383657355679702,True,271.24,404.75,0.9991,0.0429,2.46,84.85,136.35,2956.0,84.85,29.7,136.35,12.24,0.0897,0.0038,0.996
218,7.417683426443203,True,272.15,404.61,0.999,0.0442,2.54,84.83,136.35,2971.0,84.83,29.45,136.35,12.29,0.09,0.004,0.9959
219,7.451709497206704,True,272.28,404.61,0.9989,0.0463,2.65,85.32,136.41,3005.0,85.32,29.54,136.41,11.12,0.0814,0.0038,0.9967
220,7.485735567970205,True,272.02,404.54,0.9989,0.0462,2.65,84.86,136.41,3027.0,84.86,31.32,136.41,12.21,0.0894,0.0041,0.996
221,7.519761638733706,True,271.38,404.4,0.9987,0.05,2.87,84.45,136.38,3024.0,84.45,29.13,136.38,13.18,0.0966,0.0048,0.9953
222,7.553787709497207,True,270.23,404.36,0.9987,0.0518,2.97,84.19,136.49,3039.0,84.19,30.97,136.49,13.81,0.101,0.0052,0.9949
223,7.587813780260708,True,269.33,404.26,0.9987,0.0514,2.95,84.12,136.49,3040.0,84.12,30.75,136.49,13.97,0.1022,0.0053,0.9947
224,7.621839851024209,True,268.18,404.31,0.9986,0.0527,3.02,84.08,136.5,3040.0,84.08,30.87,136.5,14.07,0.1029,0.0054,0.9947
225,7.65586592178771,True,266.91,404.25,0.9985,0.0541,3.1,84.28,135.51,3012.0,84.28,30.8,135.51,13.5,0.0995,0.0054,0.995
226,7.68989199255121,True,265.97,404.27,0.9985,0.0554,3.18,84.39,135.51,3000.0,84.39,30.84,135.51,13.24,0.0975,0.0054,0.9952
227,7.723918063314712,True,264.96,404.28,0.9984,0.0567,3.25,84.46,135.52,2977.0,84.46,28.98,135.52,13.09,0.0964,0.0055,0.9953
228,7.757944134078213,True,264.89,404.34,0.9984,0.0574,3.29,84.6,135.52,2964.0,84.6,28.99,135.52,12.75,0.0939,0.0054,0.9956
229,7.791970204841713,True,264.77,404.38,0.9983,0.0582,3.34,84.75,135.53,2943.0,84.75,29.09,135.53,12.41,0.0914,0.0053,0.9958
230,7.825996275605214,True,264.98,404.43,0.9982,0.0594,3.41,84.64,135.53,2945.0,84.64,29.29,135.53,12.67,0.0933,0.0056,0.9956
231,7.860022346368715,True,265.9,404.51,0.9981,0.0614,3.52,84.58,135.54,2925.0,84.58,29.34,135.54,12.81,0.0943,0.0058,0.9955
232,7.8940484171322165,True,266.88,404.53,0.9981,0.0611,3.5,84.62,135.54,2923.0,84.62,29.39,135.54,12.71,0.0936,0.0057,0.9956
233,7.928074487895717,True,268.86,404.74,0.9983,0.0585,3.35,84.58,135.53,2916.0,84.58,29.79,135.53,12.81,0.0944,0.0055,0.9955
234,7.962100558659218,True,269.82,404.76,0.9981,0.0612,3.51,84.36,135.54,2905.0,84.36,29.85,135.54,13.32,0.0981,0.006,0.9952
235,7.996126629422719,True,271.36,404.78,0.9982,0.0603,3.46,84.78,136.48,2921.0,84.78,29.83,136.48,12.41,0.0908,0.0055,0.9959
236,8.03015270018622,True,272.57,404.82,0.9981,0.0618,3.55,84.38,135.55,2899.0,84.38,30.02,135.55,13.28,0.0978,0.0061,0.9952
237,8.06417877094972,True,273.48,404.68,0.9981,0.0624,3.58,84.46,135.55,2921.0,84.46,29.75,135.55,13.08,0.0963,0.006,0.9953
238,8.098204841713223,True,274.01,404.76,0.9981,0.0611,3.5,84.66,135.54,2918.0,84.66,29.83,135.54,12.61,0.0929,0.0057,0.9957
239,8.132230912476723,True,274.23,404.8,0.9979,0.064,3.67,84.45,136.62,2959.0,84.45,29.9,136.62,13.22,0.0965,0.0062,0.9953
240,8.166256983240224,True,273.88,404.71,0.9979,0.0647,3.71,84.53,135.62,2938.0,84.53,29.76,135.62,12.93,0.0951,0.0062,0.9954
241,8.200283054003725,True,273.74,404.81,0.9979,0.065,3.73,84.45,135.62,2944.0,84.45,29.98,135.62,13.12,0.0966,0.0063,0.9953
242,8.234309124767226,True,272.38,404.7,0.9978,0.0658,3.77,84.39,136.63,2962.0,84.39,29.68,136.63,13.35,0.0975,0.0064,0.9952
243,8.268335195530726,True,271.02,404.7,0.9977,0.0676,3.87,84.32,135.64,2940.0,84.32,29.73,135.64,13.42,0.0987,0.0067,0.9951
244,8.302361266294227,True,269.94,404.66,0.9977,0.0684,3.92,84.89,135.71,2951.0,84.89,29.68,135.71,12.09,0.0889,0.0061,0.996
245,8.336387337057728,True,268.77,404.67,0.9977,0.0676,3.87,84.91,135.7,2938.0,84.91,29.58,135.7,12.03,0.0885,0.006,0.9961
246,8.370413407821228,True,267.91,404.61,0.9977,0.0685,3.93,84.87,135.71,2925.0,84.87,29.57,135.71,12.13,0.0892,0.0061,0.996
247,8.404439478584731,True,266.6,404.67,0.9976,0.0696,3.99,85.01,134.72,2899.0,85.01,29.6,134.72,11.71,0.0867,0.0061,0.9962
248,8.438465549348232,True,265.99,404.49,0.9976,0.0687,3.94,84.97,135.71,2875.0,84.97,29.33,135.71,11.9,0.0875,0.006,0.9961
249,8.472491620111732,True,265.88,404.58,0.9976,0.0694,3.98,84.89,135.72,2876.0,84.89,29.53,135.72,12.09,0.0889,0.0062,0.996
250,8.506517690875233,True,266.27,404.74,0.9976,0.069,3.95,85.43,134.72,2836.0,85.43,27.93,134.72,10.73,0.0794,0.0055,0.9968
251,8.540543761638734,True,267.24,404.75,0.9977,0.0677,3.88,85.64,134.71,2819.0,85.64,27.95,134.71,10.24,0.0758,0.0051,0.9971
252,8.574569832402235,True,268.28,404.93,0.9977,0.0674,3.86,85.28,134.64,2817.0,85.28,28.29,134.64,11.08,0.0821,0.0055,0.9966
253,8.608595903165735,True,269.93,405.03,0.9979,0.0652,3.74,85.12,135.63,2810.0,85.12,28.4,135.63,11.53,0.0849,0.0055,0.9964
254,8.642621973929236,True,270.92,405.04,0.9978,0.0656,3.76,85.09,135.63,2811.0,85.09,28.43,135.63,11.62,0.0855,0.0056,0.9963
255,8.676648044692739,True,271.72,405.03,0.9979,0.0644,3.69,85.09,135.56,2804.0,85.09,28.42,135.56,11.61,0.0855,0.0055,0.9963
256,8.71067411545624,True,273.64,405.15,0.998,0.063,3.61,85.16,135.55,2821.0,85.16,28.67,135.55,11.44,0.0842,0.0053,0.9964
257,8.74470018621974,True,274.07,405.19,0.9981,0.062,3.55,84.82,135.55,2823.0,84.82,28.69,135.55,12.25,0.0902,0.0056,0.9959
258,8.77872625698324,True,274.63,405.18,0.9981,0.0612,3.51,85.33,135.54,2838.0,85.33,28.73,135.54,11.04,0.0813,0.005,0.9967
259,8.812752327746741,True,274.06,405.11,0.998,0.0628,3.6,85.35,135.61,2835.0,85.35,28.53,135.61,11.0,0.0809,0.0051,0.9967
260,8.846778398510242,True,273.81,405.13,0.9982,0.0604,3.46,85.38,135.54,2846.0,85.38,28.6,135.54,10.93,0.0805,0.0049,0.9967
261,8.880804469273743,True,272.5,405.03,0.9982,0.0596,3.42,84.86,136.47,2855.0,84.86,28.43,136.47,12.23,0.0895,0.0053,0.996
262,8.914830540037244,True,271.79,405.03,0.9981,0.0615,3.53,85.23,135.54,2844.0,85.23,28.39,135.54,11.27,0.083,0.0051,0.9965
263,8.948856610800744,True,269.5,405.03,0.9982,0.0601,3.45,85.24,136.54,2883.0,85.24,28.44,136.54,11.33,0.0828,0.005,0.9966
264,8.982882681564247,True,267.89,404.91,0.9981,0.0609,3.49,85.14,135.54,2841.0,85.14,28.15,135.54,11.48,0.0845,0.0052,0.9964
265,9.016908752327748,True,266.34,404.78,0.9981,0.0616,3.53,85.16,136.54,2855.0,85.16,27.96,136.54,11.51,0.0841,0.0052,0.9964
266,9.050934823091248,True,265.05,404.75,0.9983,0.0584,3.35,85.26,135.53,2813.0,85.26,27.81,135.53,11.21,0.0826,0.0048,0.9966
267,9.084960893854749,True,264.16,404.75,0.9983,0.0585,3.35,85.39,135.53,2818.0,85.39,27.91,135.53,10.89,0.0802,0.0047,0.9968
268,9.11898696461825,True,263.88,404.67,0.9984,0.056,3.21,85.61,135.52,2790.0,85.61,27.64,135.52,10.37,0.0764,0.0043,0.9971
269,9.15301303538175,True,263.82,404.68,0.9985,0.0543,3.11,85.72,135.51,2782.0,85.72,27.66,135.51,10.12,0.0746,0.0041,0.9972
270,9.187039106145251,True,263.66,404.73,0.9985,0.0539,3.09,85.71,135.45,2771.0,85.71,27.77,135.45,10.14,0.0747,0.004,0.9972
271,9.221065176908752,True,264.72,404.86,0.9987,0.0506,2.9,85.71,135.38,2739.0,85.71,26.03,135.38,10.13,0.0748,0.0038,0.9972
272,9.255091247672253,True,265.73,405.11,0.9988,0.049,2.81,85.04,135.38,2780.0,85.04,28.5,135.38,11.71,0.0864,0.0042,0.9963
273,9.289117318435755,True,266.95,405.14,0.9989,0.0461,2.64,85.6,135.32,2750.0,85.6,28.53,135.32,10.39,0.0767,0.0035,0.997
274,9.323143389199256,True,268.63,405.27,0.999,0.0456,2.61,85.64,135.36,2763.0,85.64,26.81,135.36,10.28,0.0759,0.0035,0.9971
275,9.357169459962757,True,269.73,405.23,0.999,0.0455,2.61,85.34,135.36,2779.0,85.34,28.73,135.36,10.99,0.0811,0.0037,0.9967
276,9.391195530726257,True,271.44,405.24,0.9991,0.0427,2.45,85.31,135.35,2785.0,85.31,28.68,135.35,11.06,0.0816,0.0035,0.9967
277,9.425221601489758,True,271.64,405.07,0.999,0.0443,2.54,85.3,135.35,2799.0,85.3,28.41,135.35,11.09,0.0819,0.0036,0.9966
278,9.459247672253259,True,272.6,405.12,0.9992,0.0406,2.33,85.42,135.34,2805.0,85.42,28.5,135.34,10.8,0.0797,0.0032,0.9968
279,9.49327374301676,True,272.54,405.05,0.9991,0.0418,2.4,85.34,135.34,2839.0,85.34,28.37,135.34,10.99,0.0811,0.0034,0.9967
280,9.52729981378026,True,272.18,405.02,0.9991,0.0416,2.38,85.2,136.34,2860.0,85.2,28.33,136.34,11.42,0.0837,0.0035,0.9965
281,9.561325884543763,True,271.33,404.85,0.9991,0.0433,2.48,85.53,136.31,2891.0,85.53,28.0,136.31,10.62,0.0778,0.0034,0.997
282,9.595351955307263,True,270.36,404.75,0.9991,0.0416,2.39,84.61,136.3,2922.0,84.61,29.69,136.3,12.79,0.0938,0.0039,0.9956
283,9.629378026070764,True,269.18,404.62,0.9991,0.043,2.46,84.73,136.35,2917.0,84.73,29.46,136.35,12.53,0.0918,0.004,0.9958
284,9.663404096834265,True,267.89,404.62,0.9991,0.0416,2.38,84.9,135.34,2932.0,84.9,29.48,135.34,12.03,0.0888,0.0037,0.996
285,9.697430167597766,True,267.3,404.54,0.9991,0.043,2.46,85.16,136.35,2930.0,85.16,29.29,136.35,11.51,0.0844,0.0036,0.9964
286,9.731456238361266,True,266.01,404.52,0.9991,0.0413,2.36,85.16,135.34,2921.0,85.16,29.27,135.34,11.41,0.0843,0.0035,0.9964
287,9.765482309124767,True,264.8,404.32,0.9991,0.0417,2.39,85.65,135.34,2902.0,85.65,28.89,135.34,10.26,0.0757,0.0032,0.9971
288,9.799508379888268,True,263.98,404.28,0.9991,0.0424,2.43,85.64,135.35,2912.0,85.64,28.79,135.35,10.29,0.0759,0.0032,0.9971
289,9.833534450651769,True,263.92,404.29,0.9991,0.0423,2.43,85.65,135.34,2903.0,85.65,28.81,135.34,10.27,0.0758,0.0032,0.9971
290,9.867560521415271,True,263.91,404.33,0.9991,0.0418,2.4,85.24,135.34,2908.0,85.24,28.9,135.34,11.22,0.0828,0.0035,0.9966
291,9.901586592178772,True,264.1,404.35,0.9991,0.0413,2.36,85.06,135.34,2892.0,85.06,28.92,135.34,11.66,0.0861,0.0036,0.9963
292,9.935612662942273,True,264.85,404.42,0.9992,0.0408,2.34,85.18,135.34,2901.0,85.18,29.08,135.34,11.38,0.084,0.0034,0.9965
293,9.969638733705773,True,265.73,404.46,0.9992,0.0401,2.3,85.12,135.33,2910.0,85.12,29.15,135.33,11.52,0.0851,0.0034,0.9964
294,10.003664804469274,True,265.93,404.41,0.9992,0.041,2.35,84.98,135.34,2899.0,84.98,29.05,135.34,11.85,0.0874,0.0036,0.9962
295,10.037690875232775,True,267.61,404.57,0.9992,0.0396,2.27,85.01,135.33,2924.0,85.01,29.39,135.33,11.78,0.087,0.0034,0.9962
296,10.071716945996275,True,268.69,404.59,0.9992,0.0401,2.3,84.9,135.33,2923.0,84.9,29.42,135.33,12.03,0.0888,0.0036,0.996
297,10.105743016759776,True,269.53,404.63,0.9992,0.039,2.24,85.04,135.33,2941.0,85.04,29.43,135.33,11.7,0.0864,0.0034,0.9963
298,10.139769087523277,True,270.11,404.63,0.9992,0.0408,2.34,84.82,136.34,2952.0,84.82,29.48,136.34,12.31,0.0902,0.0037,0.9959
299,10.17379515828678,True,270.24,404.57,0.9992,0.0405,2.32,84.88,136.33,2971.0,84.88,29.42,136.33,12.16,0.0892,0.0036,0.996
300,10.20782122905028,True,270.27,404.55,0.9992,0.0409,2.34,84.83,136.29,2972.0,84.83,29.38,136.29,12.28,0.09,0.0037,0.9959
301,10.24184729981378,True,269.83,404.52,0.9991,0.0425,2.43,84.79,135.35,2975.0,84.79,29.36,135.35,12.29,0.0907,0.0039,0.9959
302,10.275873370577282,True,269.27,404.43,0.999,0.0439,2.52,84.91,136.35,2994.0,84.91,29.16,136.35,12.09,0.0886,0.0039,0.9961
303,10.309899441340782,True,268.41,404.37,0.999,0.0455,2.61,85.27,136.36,2999.0,85.27,29.04,136.36,11.23,0.0823,0.0038,0.9966
304,10.343925512104283,True,267.6,404.39,0.999,0.0447,2.56,84.75,136.31,2991.0,84.75,29.06,136.31,12.48,0.0915,0.0041,0.9958
305,10.377951582867784,True,266.48,404.33,0.9989,0.0465,2.66,84.65,136.32,2987.0,84.65,28.96,136.32,12.72,0.0932,0.0043,0.9956
306,10.411977653631284,True,265.83,404.34,0.9989,0.0468,2.68,84.81,135.41,2968.0,84.81,28.94,135.41,12.26,0.0904,0.0042,0.9959
307,10.446003724394787,True,264.78,404.22,0.9988,0.0489,2.8,84.31,135.43,2993.0,84.31,30.71,135.43,13.43,0.0991,0.0049,0.9951
308,10.480029795158288,True,264.61,404.27,0.9989,0.047,2.69,84.8,135.41,2943.0,84.8,28.83,135.41,12.28,0.0905,0.0043,0.9959
309,10.514055865921788,True,264.09,404.27,0.9988,0.0493,2.83,84.64,136.43,2964.0,84.64,28.89,136.43,12.74,0.0933,0.0046,0.9956
310,10.54808193668529,True,264.39,404.29,0.9989,0.0478,2.74,84.87,134.42,2919.0,84.87,28.89,134.42,12.02,0.0893,0.0043,0.996
311,10.58210800744879,True,264.71,404.36,0.9988,0.048,2.75,84.93,135.42,2924.0,84.93,29.09,135.42,11.97,0.0883,0.0042,0.9961
312,10.61613407821229,True,265.5,404.37,0.9989,0.0467,2.68,84.95,135.41,2919.0,84.95,29.03,135.41,11.92,0.0879,0.0041,0.9961
313,10.650160148975791,True,266.45,404.41,0.9989,0.047,2.7,84.91,135.42,2907.0,84.91,29.13,135.42,12.01,0.0886,0.0042,0.9961
314,10.684186219739292,True,267.0,404.41,0.9989,0.047,2.7,84.92,135.37,2912.0,84.92,29.08,135.37,11.99,0.0885,0.0042,0.9961
315,10.718212290502793,True,267.74,404.46,0.9989,0.0475,2.72,85.17,135.37,2902.0,85.17,29.2,135.37,11.4,0.0842,0.004,0.9964
316,10.752238361266295,True,268.65,404.57,0.9989,0.0461,2.64,85.26,135.36,2921.0,85.26,29.42,135.36,11.18,0.0825,0.0038,0.9966
317,10.786264432029796,True,269.98,404.62,0.9988,0.0484,2.77,85.17,135.42,2941.0,85.17,29.49,135.42,11.4,0.0841,0.0041,0.9964
318,10.820290502793297,True,270.74,404.6,0.9988,0.0482,2.76,84.98,135.47,2953.0,84.98,29.49,135.47,11.85,0.0874,0.0042,0.9962
319,10.854316573556797,True,270.98,404.59,0.9989,0.0477,2.73,85.07,135.47,2971.0,85.07,29.53,135.47,11.63,0.0858,0.0041,0.9963
320,10.888342644320298,True,271.0,404.56,0.9988,0.0494,2.83,84.97,135.48,2964.0,84.97,29.47,135.48,11.87,0.0875,0.0043,0.9962
321,10.922368715083799,True,270.9,404.47,0.9987,0.0514,2.95,84.84,135.49,2977.0,84.84,29.32,135.49,12.17,0.0897,0.0046,0.996
322,10.9563947858473,True,270.64,404.52,0.9986,0.0525,3.01,84.7,135.5,2971.0,84.7,29.35,135.5,12.52,0.0922,0.0048,0.9957
323,10.9904208566108,True,270.24,404.46,0.9986,0.0537,3.08,84.66,136.5,2995.0,84.66,29.28,136.5,12.71,0.093,0.005,0.9957
324,11.024446927374301,True,269.68,404.5,0.9986,0.0535,3.06,84.68,135.5,2977.0,84.68,29.31,135.5,12.55,0.0925,0.005,0.9957
325,11.058472998137804,True,268.66,404.46,0.9984,0.056,3.21,84.7,135.52,2971.0,84.7,29.24,135.52,12.52,0.0923,0.0052,0.9957
326,11.092499068901304,True,267.72,404.32,0.9984,0.057,3.27,84.71,135.52,2957.0,84.71,28.98,135.52,12.49,0.092,0.0053,0.9957
327,11.126525139664805,True,266.85,404.38,0.9983,0.0581,3.33,84.59,135.53,2944.0,84.59,29.07,135.53,12.77,0.094,0.0055,0.9956
328,11.160551210428306,True,266.35,404.35,0.9983,0.0576,3.3,84.8,134.53,2930.0,84.8,29.08,134.53,12.19,0.0905,0.0052,0.9959
329,11.194577281191807,True,265.03,404.36,0.9983,0.059,3.38,84.64,135.53,2926.0,84.64,29.02,135.53,12.65,0.0932,0.0055,0.9956
330,11.228603351955307,True,264.65,404.28,0.9983,0.0578,3.31,84.78,135.47,2913.0,84.78,28.89,135.47,12.32,0.0908,0.0053,0.9959
331,11.262629422718808,True,264.38,404.34,0.9983,0.0578,3.31,84.76,134.53,2897.0,84.76,29.05,134.53,12.29,0.0912,0.0053,0.9958
332,11.296655493482309,True,264.33,404.36,0.9984,0.0571,3.27,84.82,134.52,2888.0,84.82,28.97,134.52,12.16,0.0902,0.0052,0.9959
333,11.330681564245811,True,264.91,404.41,0.9986,0.0534,3.06,84.87,135.5,2876.0,84.87,29.0,135.5,12.11,0.0892,0.0048,0.996
334,11.364707635009312,True,265.14,404.44,0.9986,0.0534,3.06,84.9,135.45,2869.0,84.9,29.15,135.45,12.05,0.0888,0.0047,0.996
335,11.398733705772813,True,266.53,404.46,0.9987,0.0509,2.92,84.82,135.44,2872.0,84.82,29.13,135.44,12.22,0.0901,0.0046,0.9959
336,11.432759776536313,True,267.08,404.54,0.9987,0.0506,2.9,85.02,135.43,2862.0,85.02,29.33,135.43,11.75,0.0867,0.0044,0.9962
337,11.466785847299814,True,268.62,404.64,0.9989,0.0474,2.72,85.22,135.37,2881.0,85.22,29.48,135.37,11.29,0.0833,0.004,0.9965
338,11.500811918063315,True,269.68,404.63,0.9989,0.0469,2.69,84.96,135.37,2872.0,84.96,27.54,135.37,11.9,0.0878,0.0041,0.9961
339,11.534837988826816,True,270.59,404.66,0.9989,0.0459,2.63,84.95,135.36,2898.0,84.95,29.5,135.36,11.9,0.0878,0.004,0.9961
340,11.568864059590316,True,271.67,404.65,0.999,0.0451,2.58,84.98,135.36,2913.0,84.98,29.57,135.36,11.84,0.0874,0.0039,0.9962
341,11.602890130353817,True,272.53,404.67,0.999,0.0454,2.6,84.99,135.36,2916.0,84.99,29.54,135.36,11.83,0.0873,0.004,0.9962
342,11.63691620111732,True,272.77,404.63,0.999,0.0454,2.6,85.4,135.36,2959.0,85.4,29.51,135.36,10.85,0.0801,0.0036,0.9968
343,11.67094227188082,True,272.63,404.6,0.9988,0.0481,2.76,84.98,135.47,2956.0,84.98,29.5,135.47,11.87,0.0875,0.0042,0.9962
344,11.704968342644321,True,271.95,404.58,0.9988,0.0486,2.79,85.44,135.42,2985.0,85.44,29.42,135.42,10.76,0.0794,0.0039,0.9968
345,11.738994413407822,True,270.91,404.59,0.9988,0.0491,2.81,84.95,135.48,2980.0,84.95,29.44,135.48,11.93,0.0879,0.0043,0.9961
346,11.773020484171322,True,269.41,404.37,0.9987,0.0509,2.92,84.67,136.49,3006.0,84.67,29.07,136.49,12.67,0.0927,0.0047,0.9957
